cluster,lat,lon
doler vacuna sputnik efectividad anthony faci comentar fauna vivir epoca guerra frio ,19.2846922,-99.140238
asumo edad cansancio inevitable ,19.2156239,-99.6470277
eclectico corto vivir latino michi bodega mega vacuna covid le eclectico corto ,19.372499,-98.989059
gracias juan pablo traigo dosis astrazeneca ir llorar saludo alumna carino ,19.357102,-99.1919955
cunado desmayaba aguja vacuna hermana nervioso valio madre miedo papas hijo ,19.444937,-99.180678
aplicacion sputnik vacunaderefuerzo malestar gana irrefrenable invadir ucrania movilizar tropa soberanamente frente frontera minimo tocar vecino marcha sovietica guerra volumen ,19.331979863760115,-99.19221715772866
tocar vacuna sabado ir alguien vacuna jajajaja ,19.2970107,-99.2058092
miedo vacuna peste malo arsenal ,19.357102,-99.1919955
hola forma fila entrar estacionamiento costco vacuna persona carro pasar fila llenar formato dar cura recomiendo llegar suerte ,19.498594,-99.2481811
puro mentira vacuna ahorita bie borracho vacaciones ,19.0763934,-99.7825792
pasar hermana agendar vacuna ,19.444937,-99.180678
querer diario novio depilo ceja registramo vacuna ,19.498594,-99.2481811
jefe redactor sa juan disculpen sa juano bautista sa juan apostol avisar hacer espectaculo traducir vacuna patron ruso vacuna traer mierda virus ,19.484399,-99.118665
alguien infiltra meter vacuna asesina letal hisopo meterte nariz boca producir problema estomago doler raspan garganta terminando infectando ,19.412031,-99.413769
hacer competencia pagina vacuna falta ortografia incendio plano ,19.456367,-99.221136
diciembre empezar antidepresivo mierda piel pelo metabolismo sueno dejar bajar dosis cambiar psico recuperar salud regreso never aga ,19.232228,-99.324375
cicloviar generar caos estacionan vehiculo doble fila trolebus sufrir rebasar agrego jornada vacuna tantito feliz lunes azcapotzalco ,19.456367,-99.221136
pensar ver borroso vacuna ,19.444937,-99.180678
vacuna poner musica bailo cuarentones fauna extremista ver jodido vital rapido saber acusarian rociaria cylon gracias kurt robar favor recibir ,19.497886667010466,-99.17521476745604
pensar causaria sintoma salir ,19.3998346,-99.1843501
tocar vacuna sabado palacio deporte amigo ,19.4043522,-99.128294
vacuna poder regresar dirigir podcasts taquito pastor ,19.357102,-99.1919955
ambiente vivir palacio deporte sputnik conejito dar volo cabeza septiembre ,19.404140625621277,-99.09989177728549
socio vacuna elevar semana chida decir martes termino cuatro dar comision efecto esperar lunes examen ,19.444937,-99.180678
perdonar man vacuna cubrebocas forma corazon querer dar entrevista tele ,19.3998346,-99.1843501
frustracion cansancio semana ,19.232228,-99.324375
pensar broma hijo prodigo volver casa ,19.2970107,-99.2058092
covid fiebre dolor muscular tos nulo llemo oliendo gusto intacto energia animo fatiga seguir herbolaria antibiotico ,19.3998346,-99.1843501
dar comer alimento balanceado vacuna desparasitar poner placa identificacion cuiden atropellar necesario meter nomina prestacion ,19.375769,-99.137171
deber vacuna enfermaron poder pendejo ,19.3998346,-99.1843501
cansancio quel mental ,19.0763934,-99.7825792
puse vacuna doler cabeza camita unico recurso lloviendo frio saludo amigo ,19.4043522,-99.128294
camara claudia vacuna amigo ,19.4043522,-99.128294
servir vacuna jaja ,19.3998346,-99.1843501
significar equipo estres cansancio desgaste emocionado trabajar jugar ganar ,19.453698166986783,-99.19982573999654
tocar dosis sabado marino poner anales trillon pal sabado ,19.2970107,-99.2058092
esperar salgan papas vacuna ,19.087511,-99.315748
hola querer contar aplicaron dosis vacuna unico malestar dolor cabeza viernes directo aviso tomar agita seguir cuidando ,19.087511,-99.315748
jajajaja neta palacio nacional microfono mano salir pinche pregunta litero cuestionar vacuna resto feto gobierno inutil ,19.3998346,-99.1843501
pinche edward jenner naciste inventar vacuna mexica enfermaron murieran chihuahua ,19.3998346,-99.1843501
dejar vacuna ir casa minuto vacuna twin ,19.444937,-99.180678
duda saber vacuna poner ,19.498594,-99.2481811
sabio guardar cuarentena cubrebocas lavar mano llegar vacuna solicitar dudo funcione sistema simplemente volver solido confianza doler jugar expectativa gente ,19.3998346,-99.1843501
actualizacion vacuna astrazeneca madrugada escalofrio dolor cabeza febricula amaneci chida dolor brazo ,19.087511,-99.315748
acabar soul llegar mensaje hermano doctor avisando vacuna covid vida ,19.3863707,-99.259495
fabuloso dinamo podio streaming radio personalizar skins ai querer vacuna ,19.2970107,-99.2058092
amigo alemania dispuesto vacuna decir poner dosis ,19.3998346,-99.1843501
felicidad querer hacer celebrar ,19.357102,-99.1919955
sentir culpable ir reunion premiere peli trabaje vacuna cansancio lluvia cuerpo socializar ,19.3998346,-99.1843501
madre pinche morenito gente pobre ignorante poner vacuna ruso perdon vocabulario encuentro dios ver ,19.357102,-99.1919955
pedir compren libro digital pedir vacuna cuiden cubrebocas gel antibacterial sano distancia querer ,19.2970107,-99.2058092
dolor muscular hueso moderado escalofrio perdida apetito ,19.3059713,-99.4041647
representar aficionadas encontrar manana disfrutar delicioso chilesennogad ingrediente favorito celebracion amor recibir dosis carino vibrar quedar delicioso ,19.2156239,-99.6470277
necesito arenero camita plato comida agua sesion juego minuto adicional vacuna triple felino antirrabica desparasitacion esterilizacion ,19.3998346,-99.1843501
traer vacuna bendiciones biblioteca vasconcelos llegar mediodia formado esperar hijo fila llegar torre bandera pesimo organizacion ,19.3998346,-99.1843501
vacuna recien xpreguntaronesta cuerdo vacunarsersiud trasladarsersile llamaran hora poner vacuna gobierno vacuna llegar todo ,19.087511,-99.315748
saldras negativo vacuna animo querer atole dedo creer bendito documentado ondeante compra vacuna sputnik astrazeneca cansino vacuna ,19.3998346,-99.1843501
hablar conocido serie leyenda vacuna dosis pegar fuerte covid pegar comer dosis sentir efecto servir pfizer fuerte ,19.357102,-99.1919955
ah cabron estrategia vacuna ,19.357102,-99.1919955
wey mamas esperar hijo salgan vacuna esperar ,19.3998346,-99.1843501
jajaja jajaja jajaja arrastrado vino dios tocar siquiera completar esquema recomiendo des gracias impuesto pagar vacuna ,19.3863707,-99.259495
chinguen madre aparte beber ir verga vacuna ,19.2846922,-99.140238
residente asqueado cansancio extremo gana levantar manana habilidad emocional sentimiento insatisfaccion caso burn out ,19.3863707,-99.259495
deseo cumpleanos padre recibieran vacuna covid tio abuelo iguala recibir dosis poquito poquito ,19.357102,-99.1919955
cansancio mental fisico ,19.3863707,-99.259495
tio ver vacuna covid gente super organizado tod amable felicitacion tod vacuna vacuna como sectorsalud ,19.4973825,-99.17462221
mundo producir alimento millon persona habemos millon produccion sorprender millon morir hambre acceso alimento pasar vacuna covid feliz viernes ,19.412031,-99.413769
hacer prueba sali negativo gracias vacuna super leve moraleja vacuna confiar vacuna ,19.3998346,-99.1843501
vacuna dosis cuento pegar astrazeneca literal tardar minuto salir vac<UNK>nen vacuna ,19.357102,-99.1919955
razon einstein oscar wilde decir mujer casan curiosidad hombre cansancio sufrir desengano ,19.0763934,-99.7825792
iztapalapa ir agua tener vacuna esperar recompensadamensensad tocar vacuna sputnik ,19.2846922,-99.140238
quedar dormido dune muerto cansancio ,19.3863707,-99.259495
obvio obvio obvio joto pasar decir covid vacuna pasea oficina cubrebocas reir gritar salir positivo ,19.3998346,-99.1843501
funcionario ine ver reaccion poblacion foto tomar ir vacuna reaccion informemo ,19.357102,-99.1919955
ridiculo ver video wey ver pusiste vacuna estupidez nombre apellido ,19.456367,-99.221136
esperar vacuna hambre vacuna ,19.407304382632155,-99.09140110015869
novio convencer tematica lucha libre servir dar necesitar vacaciones cara cansancio cargar hahaha ,19.198192,-99.0693801
amigo vacuna abuela entender felicidad ,19.232228,-99.324375
mando vacuna cerebro ,19.2846922,-99.140238
ah mirar antojo genero vacuna ,19.3998346,-99.1843501
asistir deber presentar comprobante vacuna defecto comprobante negativo covid abusados ir confiar mero dejar pasar repito ganar mexico ,19.206011,-99.4974926
pregunten padre vacunadosahora pelas kono ,19.232228,-99.324375
poner alto traficante dolor hacerdejar pasar abuso oxigeno acta defuncion panteones vacuna bastar ,19.0763934,-99.7825792
jajajajaja hotmail pedir vacuna jajajaja ,19.4043522,-99.128294
felicidad querer amigo vacuna aplicaron zocalo amable eficiente saludo afectuoso ,19.357102,-99.1919955
oficialmente dosis vacuna muerto salir superpoder pd enceraron poner vacuna ,19.498594,-99.2481811
estilista pendeja atora patrulla acabar beber queque vacuna vivir ,19.357102,-99.1919955
vacuna papas feliz universo ,19.2970107,-99.2058092
gruesecita costar buscar matiz noticia cansancio buscate tema abuses paciencia ,19.3668621,-99.067766
entre centro vacuna mediodia sali vacuna mediodia super ordenar tranquilo excelente ,19.444937,-99.180678
seguro prueba referencia red bull embarazo eh vacuna miedo red bull idea medicamento prohibido lactancia embarazo ,19.357102,-99.1919955
entender escribe vivir dar testimonio querer vacuna razon hacer esquema completo pfizer dios gracias salir omicron gripa pasar casa ,19.51799,-99.330259
dosis rayo gamma sentir david banner hombre increible ,19.4104602,-99.1767677
doctora psiquiatra subir dosis again preparar twits sad sorry poner cambio dosis deseenme suerte km ,19.3998346,-99.1843501
permiso familiar vivir prestar comprobante domicilio sede alquilaban negocio zona vacuna vendio cafe internet hacer nombre ,19.444937,-99.180678
comentario tweet falso ojo senalar realidad infraccion termino condicion deberia preocupar tu querer sputnik defenderla ,19.3863707,-99.259495
vacuna astrazeneca doler fiebre desastre inmediaciones cenais marina adentro organizado dejar pensar tamano negocio vacunaciones dato grande cripta ,19.2970107,-99.2058092
cansancio tanto ejercicio hacer ravioles cenar llenisima sentir culpable vomitare ,19.3863707,-99.259495
ah novio poner sputnik sintoma querer hahahaha ,19.232228,-99.324375
amigo necesitar ayuda mama asistir concierto coldplay meter certificado vacuna aparecer registro dosis hoja sellar vacuna presentar ,19.152878,-99.1600234
macha reaccion vacuna vertigo mareos constante doler brazo feliz vacuna yes ,19.444937,-99.180678
termine marido cansancio ,19.456367,-99.221136
mama papa vacuna ,19.365037,-99.179868
sentir falta pre entreno pinche cansancio dejar clase manana ,19.2156239,-99.6470277
dormir reaccion vacuna pegar fuerte preferir virus ,19.3998346,-99.1843501
jajaja wow acabar dosis iniciar acabar docente chiste dar embarrada vacuna levantar preferencia nah ,19.498594,-99.2481811
compraron vacuna poquita causar efecto grave brincan fila vacuna hombro derecho recibir jugar ,19.357102,-99.1919955
triste ver dar tipo noticia recibir dosis contagiar hora recibir perder batalla mil persona dudando vacuna responsable ,19.2970107,-99.2058092
chingando cansancio vivia malo preguntense carajo vivir cocoo familia fecal ,19.4043522,-99.128294
aguantar gana vacuna recrear coreografia video viernes bailo medio ,19.332316,-98.994694
lleve flor mama llevar vacuna dosis gracias vida ,19.2970107,-99.2058092
compartir experiencia negativo hacer periodismo padre vacuna pasar entrevistada vacuna milpa alto ,19.049016,-99.163354
ridiculo anduviste vacuna hashtage quedate casa ,19.484399,-99.118665
vacuna dormir ,19.3998346,-99.1843501
alcanzo dimensional cansancio fisico emocional regresar clase presencial ,19.0763934,-99.7825792
experiencia rodar pista alfa volver repetir a a valio pena esfuerzo llegar regresar rodar inclemente sol intenso trafico polvareda cansancio santo lucir ,19.382802,-99.154199
berrinche ena preguntar embarazo cervical dosis metotrexato rarisisisisimo consulta ver uso utero reloj arena ,19.444937,-99.180678
pedo vacuna desde ,19.357102,-99.1919955
lleve ine impresion registroexpediente vacuna preguntar hora ,19.357102,-99.1919955
sincero primero dosis pier efecto sentir dosis astrazeneca sentir dolor cabeza temperatura dolor ojo ver borroso dormir querer vomitar perdon critique exageraba ,19.115033,-99.7351564
vacuna rani metete banar ayuda paracetamol ambos vario pego efecto secundario ,19.2970107,-99.2058092
pasar vacuna cuarto dosis regreso agarra aguacero rato bonito noche feliz descanso ,19.232228,-99.324375
llegar vacuna pasar soldado aplaudieron llevar rato esperar pabellon paciencia paciencia pfizer ,19.375769,-99.137171
cancer vejiga recurrente tratamiento pembrolizumab dosis diciembre hospitalizado deshidratacion izquierda tacto derecha ver llegar saturando febril inconsciente ,19.357102,-99.1919955
janssen jugar figura pase anotar amonestan misterio jugar paisbajeno entender ,19.3998346,-99.1843501
feliz haber vacuna querer cantar rola pusieran shakiro astrazeneca lose postracion shakiro ,19.3998346,-99.1843501
ir instagram resolver duda vacuna covid paciente vivir vih ig drjezerlezama ,19.357102,-99.1919955
salir hijo comer animo mesero comensal sol mesa banqueta sensacion verbena llegar primavera vacuna empresario cerrar levantaran perder recuperara ,19.28034994910654,-99.16058998797756
recibas dosis felicidad hermoso noche siento amor dios corazon noche ,19.3668621,-99.067766
pesame oir pregunta vacuna vacuna morbilidad ,19.3998346,-99.1843501
duda vacuna gabinete andar paseando privilegio ,19.412031,-99.413769
hablar querer put ,19.375769,-99.137171
demostrar ineficiencia desinteres gente decepcion ver urna vacuna iztapalapa ,19.2846922,-99.140238
subir foto vacuna ver esperanza duda logro cientifico festejar mostrar mundo entero ,19.087511,-99.315748
mierda deme maldito vacuna volver zanganos ,19.498594,-99.2481811
principio andas lamiendo pata gente alguien tira mierda cansancio risa ,19.2970107,-99.2058092
declarar pandemia sospecha fe covid sentir realmente hacer prueba esperar ue vacuna hacer simple catarro pensar ir invicto decir ,19.444937,-99.180678
noticia recibir dosis vacuna feliz calor insoportable efecto secundario ,19.3863707,-99.259495
esquema completo foto pandemia favor dime botar vaca llamar vacuna jajajajaja ,19.3863707,-99.259495
re bonito monton shot vacuna mayoria paz ,19.3863707,-99.259495
alguien dar brazo torcer gt vacuna gratis camiseta decir ,18.3671046,-100.613313
sentir presion social vacuna ,19.049016,-99.364536
ponte vacuna decir joven fuerte decir pasar decir ,19.3998346,-99.1843501
raro centro vacuna acabar tocar prender foco rojo madre piensenlo contar historia anti ,19.3998346,-99.1843501
dejar manipular miedo tranquilo requerir vacuna ,19.357102,-99.1919955
na mexico raro gente extranar hablar hablas gente fila vacuna taco tianguis generalmente molestar ciudad amigable ,19.456367,-99.221136
cc houston jose ramon lopez entrar casa gris casa gris houston esperar gasolina falta medicamento tratamiento vacuna a a ,19.3863707,-99.259495
ando adolorida nalgas extranaba feeling dolor muscular ,19.3863707,-99.259495
salir error raro plataforma registro vacuna ,19.3998346,-99.1843501
dosis realidad ver ver ,19.375769,-99.137171
solicito dosis apapacho ,19.456367,-99.221136
dosis sentir valido jajajajaja ,19.087511,-99.315748
feliz porque ver novia sad porque vacuna ,19.2970107,-99.2058092
razon sintoma vacuna chivo pegar jajajaja shava ,19.3998346,-99.1843501
huixquilucan vivo cuadras universidad anahuac decir porque vehiculo vacuna pie vacuna pie rumbo super vacuna aplicar ,19.412031,-99.413769
poder salir concentrado advierta defensa gritar cansancio atento partido esperar servir experiencia animo duro esperar seleccion ,19.484399,-99.118665
semana vacuna papa hermano bendita uno acabes ,19.087511,-99.315748
vacuna prueba leve esterilizacion ey querer pescado mover pilo ,19.4043522,-99.128294
poder poner dosis sa mateo atento ,19.2156239,-99.6470277
dichoso reembolso punto recibir deposito sentir aplicaron supositorio raro grande vibrar vacuna covid chip ,19.39909692145837,-99.11593908493869
salir pasear carro despejar mente facil carro ,19.357102,-99.1919955
hola tarde compartir harrison contento poner vacuna desparasitacion apoyar apoyo alimento ,19.087511,-99.315748
sabado poner dosis papa acabar registrar mama dosis inmenso alegria cambiar ,19.2970107,-99.2058092
cuidate ale amigo pasar vacuna ,19.2970107,-99.2058092
modulo vacuna solas caiman heroe silencio fondo poner bailar excelente servicio ,19.375099,-98.940638
visperas nochebuena ver santo claus postre resultar fallido cuasiatentado napol querer minar esfuerzo vacuna invitar leer columna feliz navidad ,19.43256001087056,-99.13102269172668
garganta cansancio ,19.3059713,-99.4041647
hijo senora hijo vacuna ventajoso dosis penicilina ,19.2846922,-99.140238
llegar edad cansancio morir ,19.456367,-99.221136
jajajaja vacuna oh ,19.412031,-99.413769
ver siervo nacion cambiar color chaleco proceso rapido simple ver empujaron embolo ensenar jeringa botellita tapa azul sentir haber vacuna ,19.484399,-99.118665
manana vacuna poner santo bad bunny activacion enojar ,19.2846922,-99.140238
chingo vacuna mexico lindo subir fe pensar manana ,19.3863707,-99.259495
alterado perseguir vacuna huachicoleo estreso fila esperar corro grito empujo tocar jaja relajenseunchingo ,19.2970107,-99.2058092
informe hipertensa vacuna relacion penicilina bendiciones ,19.2846922,-99.140238
papa mama vacuna dosis ,19.3998346,-99.1843501
notar gente expectativa sintoma vacuna medio amarillista ayudar entender miedo pequeno fiebre malestar pasar compara internar relajar poquito ,19.484399,-99.118665
cansancio repetir recomendacion creer ,19.456367,-99.221136
adivinen tocar vacuna ,19.444937,-99.180678
tonteria gente terco encontrar vacuna querer poner cubrir boca cuidar ,19.484399,-99.118665
poder pinche ventilador maravilloso cientifico contact mando morir crees poder vacuna ,19.2970107,-99.2058092
frase favorita papa jodido pendejo providencia cuidaba avisar hospital disponible vacuna semana razon martinsillo ,19.444937,-99.180678
prima erudita carmen anote madre vacuna covid ash ala edad mate pensar altura mate edad covid llegar ah caray ,19.152878,-99.1600234
esperar reaccion vacuna jajaja ojo brazo extra explotar cabeza jajajaja ,19.087511,-99.315748
gucho mornin acuerdense vida cono gustar recibir observar emitiendo excelente viernes quitemo dosis cafe ,19.0763934,-99.7825792
feliz abuela poner dosis vacuna ,19.357102,-99.1919955
sone poner vacuna ,19.357102,-99.1919955
opino valer hablar hablar esperar autoridad cientifico decir palabra gente vacuna sputnik cuchillito palo suegra ,19.2970107,-99.2058092
dolor brazo cansancio leve ,19.3668621,-99.067766
huevo pensar ciudadano querer vacuna derecho derecho respeto paz aplicar ,19.51799,-99.330259
ayo querer vacuna az causa trombo pero fumas cajetilla cigarros causa trombo protegerte covid ay sentir seguro kahiryentonces dame vacuna tocar querer proteger ,19.087511,-99.315748
tocar vacuna pedir vida fuerte poner karah jea ,19.3998346,-99.1843501
importar hora buscar entrenamiento noche gym centro asturiano rutina brazo espalda hombro entrenamiento duro producir cansancio resultado generar satisfaccion ,19.31860087886376,-99.143774879793
cadena oracion bitch ano refuerzo vacuna gana lograr hueva salir mero hora dormir ,19.3998346,-99.1843501
abuelo vacuna falta tia jefa primo ,19.2846922,-99.140238
tocar sputnik ii covid negativo poner astrazeneca amar vacuna ronquera cantar cancion barry white ,19.232228,-99.324375
finalidad mantener gente entretenida hechando peste ganar llegar vacuna evitar fijemos subir luz gas caseta gasolina contrareforma energetico ,19.444937,-99.180678
inoculado dosis esposa moderna dolor cabron cuerpo fiebre escalofrio dolor zona vacuna feria ,19.0763934,-99.7825792
debut hacias dale flaco ,19.3863707,-99.259495
