cluster,lat,lon
semaforo verde vacuna anti covid regreso clase ,19.4043522,-99.128294
entender tema tamaulipo texto imperdible profundo cabeza vacuna familia tamaulipeca ,19.3863707,-99.259495
ano ir tardar vacuna poblacion mexico vacuna salvar vida ,19.498594,-99.2481811
nino aislamiento pandemia pandemia vacuna vacaciones verano fase positivo fallecido ,19.3998346,-99.1843501
regreso aula necesario saludable plan proceso contemple atienda condicion vacuna nino ano reforzar dosis trabajador educacion vulnerable ,19.232228,-99.324375
sintoma principal infeccion covid variante omicron via superior dolor garganta dolor muscular articular sensacion pecho oprimido tos vigilar dato alarma fiebre gt oxigenacion lt vacunarte covid ,19.51799,-99.330259
primero plano junio remesa ascenso sumar moralista maestro bajar guardia repunte persona vacuna regreso clase voluntario caso contagio cuarentena todo ,19.357102,-99.1919955
entender perfecto sistema inmunologico comprometer ruleta ruso vacuna riesgo alcanzar paciencia vacuna encontrare optimo ,19.232228,-99.324375
aceptar dudar vacuna covid enfermes gravedad escuchar vacuna simplemente espera enfermar vacuna dar sarampion leve dar tuberculosis leve perro dar rabia leve ,19.232228,-99.324375
pensar vacuna covid modificar estructura genetico deber ver oportunidad ,19.2970107,-99.2058092
gracias mantener informar pandemia informacion vacuna cansino ,19.2970107,-99.2058092
entender francia utilizar pasaporte vacuna actividad museos restaurante ,19.3863707,-99.259495
entendamos vacuna contagiar seguir cubrebocas ,19.372499,-98.989059
deber promover vacuna menor ,19.3863707,-99.259495
millon vacuna llevar mexico ojo europo andar pico italia cerrar escuela querer abrir capiche gente andar calle porcentaje cubrebocas ,18.3671046,-100.613313
irresponsable gente vacuna salir lado medida higiene ,19.357102,-99.1919955
marcharemo vacuna exigimos vacuna estudiante regreso seguro clase ,19.372499,-98.989059
registrar conteo anticuerpo especifico monitorear funcionamiento vacuna estudiar ultimamente verifica volver administrar dosis incrementar conteo ,19.444937,-99.180678
tema programador vacuna modifican adn entender asusta muevan codigo vacuna entender acceso packed tuit tremendamente estupido ,19.357102,-99.1919955
replicar vacuna generar respuesta inmune millon vacuna tecnologia vacuna covid actual bie ,19.357102,-99.1919955
dome gracias ala vacuna salir pandemia sigamos luchar ,19.484399,-99.118665
doctora caso covid diciembre enero leveasintomatico vacuna pfizer mayo vacuna pfizer junio covid julio agosto resfriado prolongado superman ,19.2846922,-99.140238
republica dominicano rato medida sanitario estupida tasa vacuna menor seguir terror ciudad mexico ,19.357102,-99.1919955
mayoria vacunada dosis caso ,19.444937,-99.180678
hombre ano de leve dic secuela semana vacuna sinovial abril presentar edema hematuria protucru gg crear mal nephrology kidneybiopsy kidneypath ,19.286070597325757,-99.58581994919615
bloquear senalar ineptitud cansancio capaz reconocer recomendacion brazo ,19.3863707,-99.259495
aislamiento pandemia pandemia vacuna clase virtual fase falta vacuna positivo fallecido ,19.3998346,-99.1843501
porcentaje aplicacion vacuna estudiante protestar exigir vacuna par regreso seguro clase ,19.372499,-98.989059
crecer infeccion omicron parar vacuna cobro derecho piso co gente preferir perder cosecha negocio horror ,19.412031,-99.413769
afan especulador enriquecer infundiendo miedo temor omicron dejar cientifico cesar farmaceutico voraces moderna ,19.498594,-99.2481811
entendiste post plan vacuna formal manda tip hoja ,19.498594,-99.2481811
pausa laboral indicar caso cansancio extremo michi recomendar ,19.3863707,-99.259495
iniciar vacuna influenza encontrar prueba creer baston toma mostrar nasal saludo ,19.3059713,-99.4041647
columna semanal opinion vacuna viruela mono exigencia poblacion contar biologico ,19.4043522,-99.128294
aislamiento pandemia pandemia vacuna clase virtual fase iniciamos febrero esperar empezar bajar caso covid navidad gente entender ,19.3998346,-99.1843501
vacuna exime contagio funcion crear anticuerpo defiendan cuerpo contagio ,19.444937,-99.180678
celebro pete conversado exitosamente lider mundial manana conversar vladimir putin millon vacuna covid bajemos guardia sputnik fuerza presidente ,19.2846922,-99.140238
falda seguridad vencer enemigo invisible vacuna ir recibir aplicado prevencion conciencia social solidaridad opcion ,19.444937,-99.180678
provoque ignorancia muerte vacuna historia fundamento ,19.3998346,-99.1843501
nop edad poblacion alto riesgo corresponder fase final principio caso informar plan vacuna llegada lote vacuna ,19.3863707,-99.259495
urge vacuna masivo ,19.087511,-99.315748
rabia rabia mortal padecer sida lepro variante omicron funcionar vacuna natural buscar historia desaparecio inf espanol ,19.232228,-99.324375
avance tema vacuna seguir cuidando favor cubrebocas covid vacuna ,19.357102,-99.1919955
dentista tratar desatar panico boicotear proceso vacuna muela ,19.357102,-99.1919955
explicar pasar decir confirmar aplicar vacuna decir hacer prueba anticuerpo historia caramba ,19.3863707,-99.259495
importante recordar esperar minimo vacuna anticuerpo protector caso astrazeneca completar esquema dosis cuidar vacunadasos ,19.232228,-99.324375
ojo responsabilidad acabar vacuna continuo persona conjunto vacunadas ,19.3998346,-99.1843501
proteger vacuna inmunidad rebano ,19.357102,-99.1919955
enero plan nacional vacuna alerta coronavirus mexico contagio muerte contagio muerte cuidense ,19.375769,-99.137171
gusto escuchar cientifico reivindique epidemiologia explicar pais caso exito deber catastrofe apostar inmunidad rebano vacuna campechaneadamendo ,19.444937,-99.180678
nino exigir demanda gobierno genocida provea medicamento nino cancer provea vacuna recien nacidosque previo seguridad social padre nino sufrir enfermedad ,19.357102,-99.1919955
empezar llegar ba cancan base dinamica europo probable ola semana vacuna infeccion previo fuerte duradero depender virus ,19.2970107,-99.2058092
criminal perder dignidad inicio pandemia someter deseo someter contradice vacuna autorizar vacuna publicacion resultado fase ,19.3059713,-99.4041647
vacuna pleno pandemia negligentes criminal ,19.375769,-99.137171
aprender vivir covid aire libre riesgo disminuir vacuna medida solucion ,19.3863707,-99.259495
vacuna prevenir virus sistema respiratorio vacuna prevenir desarrolles enfermedad grave infectar tu enfermedad inicio decente informe ,19.3998346,-99.1843501
vacuna ayuda cubrebocas positivo gobierno vacuna negligentes cubrebocas sintoma leve ,19.2156239,-99.6470277
seguir tonteria querer controlar poblacion mundial vacuna olvidar controlar celular red vacuna seguir teorio conspiracion ,19.357102,-99.1919955
aviso informar padre familia vacuna obligatorio inscripcion ,19.357102,-99.1919955
recordar razon vacuna persona bomba ,19.4043522,-99.128294
vacuna bajemos guardia sigamos proteger diseno cubrebocas triple capa lavable elaborado telar pedal covid cubrebocas ataco pandemia bajes guardia ,19.444937,-99.180678
cuidado comentario desafortunados vacuna servir fortalecer sistema inmunologico dar mantener cuidado cubrir boca cuidado respectivo cuestionar desinformar ,19.232228,-99.324375
nivel mundial vacuna desgarradora realidad nino regresar clase ,19.357102,-99.1919955
creador vacuna anticovid oxfordastrazenecamas advertir covid terminar proximo pandemia letal mafioso industria farmaceutico motivo terminar pandemia ,19.2970107,-99.2058092
clase presencial pandemia pandemia vacuna fase positivo fallecido ,19.3998346,-99.1843501
satisfaccion vacuna ambos dosis permito reconocer clic manuel lopez obrador cumplimiento responsabilidad gestion proteccion sanitario labor ano mostrar mexicano excelente ,19.232228,-99.324375
senor canela vacuna nesesita hijo carisima asta porfavor vacuna salvara ami hijo enfermedad ayudara requerimos apollo dar terapia fisico evitar atrofia miento musculo ,19.3863707,-99.259495
vacuna barrera morir enfermar gravedad factor importante chile pais latino vacuna enfrentar ola persona vacunadas enfermado relajar medida sanitario individuo ,19.2970107,-99.2058092
ec postura ideologico obtusas racismo negro contradictorio musico difundir blues mundo covid vacuna deber separar hombre obra ,19.51799,-99.330259
virus activado refieres vacuna replican imposible contagio ,19.357102,-99.1919955
razon vacuna nino ano aumento caso hospitalizacion presencia covid nino nino joven dispersan virus vacuna seguro vacuna nino ninez vacunada vacuna nino mexicano ,19.0763934,-99.7825792
vacuna contagiar correr riesgo deber cuidar quitar cubrir boca ,19.232313,-99.364536
acerca muerte vacuna ,19.412031,-99.413769
importancia acelerar vacuna ,19.3998346,-99.1843501
doctora recomendable ta dosis vacuna covid variante omicron ,19.357102,-99.1919955
cercano reloj dios prioridad acoger autorizar vacuna caduca batalla horario verano danar improvisacion administracion dato ,19.2970107,-99.2058092
formado indicar vacuna aclarar dicho situacion favor esto caos ,19.559195490983544,-99.07067503848894
inicio pandemia trascender trabajador esencial expuesto desprotegidos virus circular vacuna volver ignorado expresar inequidad ,19.3998346,-99.1843501
estupendo noticia aparato complemento perfecto vacuna inmunizar apartar infectado ojala escaner ,19.087511,-99.315748
nino maestro trabajar excelentemente clase tv complementado zoom jaleo regresen clase presencial interes economico nino maestro vacuna semaforo de ,19.2846922,-99.140238
oigan vacuna evento riesgo eso gustar llegar ,19.456367,-99.221136
inicio vacuna quinto roo semaforo verde bajar guardia digamonos cuidando ,19.375099,-98.940638
suponer querer extremar precaucion prueba real vacuna pasar pasar chile leccion ,19.456367,-99.221136
proselitismo politico vacuna fase investigacion aprobado instancia comercializad aprobar emergencia esperar salir luz tomar medida necesario paciente ,19.357102,-99.1919955
nino aislamiento pandemia pandemia vacuna vacaciones verano fase positivo fallecido ,19.3998346,-99.1843501
nino decidir adulto ignorante vacuna evitar contagio contagiar vacuna sintoma mortal persona contagian vacuna poder contagiar tu poder contagiar ,19.357102,-99.1919955
llegar conclusion doctor ano llegar inmunidad rebano teoria vacuna joven ,19.232228,-99.324375
ento seguro contrariamente pensar creer malo inyecta paz confianza confio dar dosis abundancia vida fundamental vivir pedir disfrute maximo momento ,19.498594,-99.2481811
mexico unico pais deber registrar poblacion vacuna ,19.2846922,-99.140238
vacuna nino leve ,19.3998346,-99.1843501
necesitar carnet vacuna covid por negativo ,19.3998346,-99.1843501
aislamiento pandemia pandemia vacuna clase virtual fase fuerte familia perder familiar ocupacion hospitalario baja ,19.3998346,-99.1843501
recibir dosis astrazeneca prueba desarrolle inmunidad grado proteccion mejor momento prueba fase inicial seguimiento gracias respuesta ,19.232313,-99.364536
covid vacuna evitan enfermedad virus generar evitan contagio grip contagiar virus vacuna gripe ,19.4043522,-99.128294
coronavirus covid pandemia sarscov deber proteger fortalecer vacuna salud suerte bendiciones ,19.2156239,-99.6470277
metanalisis efecto insulin glucosa grave riesgo hipoglucemia desp estrategia reducido dosis baja ui like eficaz menor riesgo hipoglucemia ,19.357102,-99.1919955
vacuna significar contagie virus contagie ,19.3998346,-99.1843501
variante covid yse deber pensar dosis vacuna nino festejo inflacion dolar peso informacion blindada ,18.3671046,-100.613313
necesario entender vacuna indispensable reducir riesgo morir virus reducir gravedad enfermedad cuidando tu ,19.357102,-99.1919955
hablaran dinosaurios tenedor bronca efecto problema poner discurrir asunto importante vacuna informacion danar ,19.3863707,-99.259495
vacuna repercusion muerte culpable putin ho dejar ,19.3863707,-99.259495
decir vacuna elector casualmente semana eleccion empezar vacuna gente mujer embarazado ,19.498594,-99.2481811
falta casa ya llegar vacuna terminar recomendacion cuidemo ,19.51799,-99.330259
ignoro entiendes pedir regresar vacuna vacuna seguro menor hijo asmatico covid morir mayoria nino mexico respetar sano distancia mascarilla ,19.456367,-99.221136
unido acaparo vacuna pregunta pandemia sacar ,19.484399,-99.118665
vacuna covid seguro efectivo embarazo vacuna salvan vida vacunarte ,19.232228,-99.324375
clase presencial pandemia pandemia vacuna fase positivo fallecido ,19.3998346,-99.1843501
vacuna dome sigamos medida sanitario vacuna rapido ,19.0714677,-99.9024488
encontrar responsable pinta vacunasayuda damnificado preguntar tachar cientifico ,19.412031,-99.413769
escasez vacuna exceso avivados ,19.3998346,-99.1843501
indirectamente vacuna generar coagulo proteina espigo clave noticia llegar medio comunicacion acabar vacuna sabeis ,19.444937,-99.180678
ojala meollo asunto gobierno tomar medida deber tomar pueblo quedar pinche casa consciente atravesar llevadero vacuna punto aparteclaro ,19.3863707,-99.259495
salvemo mexico mayoria querer quitar ahorro amor continuar falta medicamento poblacion vulnerable querer mexico recuperar volver crecer economicamente seguridad medicina vacuna votar ,19.087511,-99.315748
descansando semana dosis preventivo enfermedad grave covid sonando bebe ,19.51799,-99.330259
astrazeneca dato obsoleto estudio vacuna eeuu instituto nacional enfermedad infecciosa rt ,19.2970107,-99.2058092
antivacuna amig cientifico ensenen eficacia efectividad vacuna bastar analicen dato pais aplicado ,19.3998346,-99.1843501
respetuoso exhorto invitacion seguir decir mamada prueba vacuna resultar pronostico muerte mexico covid salir madre ,19.3863707,-99.259495
pandemia sufrido historia moderna crisis climaticar borde guerra mundial chino rusia occidente deber entender generacion vivir mundo relativo calidad vida reflexion millennials ,19.444937,-99.180678
perfecto inicio paso profundizar poder acceder estudiar modelo japones recomiendo pandemia vacunaslamentablemente panacea independientemente nulo gestion gobierno federal ,19.357102,-99.1919955
aislamiento pandemia pandemia vacuna clase virtual fase mexicano adios familia realidad inimaginable perdida ,19.3998346,-99.1843501
caga gente aprovechar lugar publico evento vacuna ,19.444937,-99.180678
doctor gatel perder registrar vacuna impresion querer gastar vacuna importancia registro doctor perder gente morir dejar burocracia practico hacer caso favor ,19.2846922,-99.140238
covid voluble vacuna organizacion excelente gratuito problema problema gente necia vacuna malo informacion gente deber informador gente ama humanidad ,19.3998346,-99.1843501
antivacuna decir cobertura presencia reptilianos bill gates seguir creer carisima medicina alternativa ,19.357102,-99.1919955
queretaro dosis covid medio comunicacion guber urge llegar diario contacto muerte ,19.3998346,-99.1843501
macabro juego venir vacuna ruso compris autorizar practicamente agencia regulador mundo ,19.3998346,-99.1843501
urge nino esten vacuna ,19.243767,-99.954159
oh equinoccio primavera recargar energia piramid paso dosis sarscov holocausto cubrebocas manten distanciasocia ,19.049016,-99.364536
investigacion vacuna sumar ,19.2970107,-99.2058092
falso vacuna contagiar profesor contagiar nino ,19.232228,-99.324375
ignorancia mundo vacuna inmune lees comentario tweet corrigiendo vacuna servir mueras inmortal ,19.3863707,-99.259495
emilio alvarez caza coincidir jefe jorge acoger titular vacuna anti covid llegar mexico persona vacunadas vacuna sobrar ,19.0763934,-99.7825792
enero plan nacional vacuna alerta coronavirus mexico contagio muerte contagio muerte ciento cincuenta mil muerte cuidense cuidense ,19.357102,-99.1919955
dejar vacuna prueba ,19.357102,-99.1919955
vacuna regreso estudiante adherido fer exigimos vacuna estudiante garantizando sano regreso clase presencial ,19.158446,-98.967727
herrero vidal acoger foco cintura salir agua negro alcantarilla herrero obra publico ,19.4043522,-99.128294
aguerrido virus encontrar vacuna prueba error prueba error ,19.444937,-99.180678
queja superviso vacuna patria ofrecer ir seguro vacuna efectivo dosis variante sars covid doctor muerte ,19.3863707,-99.259495
tonto miedo irracional vacuna servir sol creer vacuna ba proteger hecho andar sistema inmunologico finalmente ,19.2970107,-99.2058092
valer seguro unidad prueba ahorita vacuna nino ,19.3998346,-99.1843501
deber inyectar vacuna cantidad persona efecto adverso agenda ciudadano normal interesar saludo ,19.3059713,-99.4041647
pensar ano simple gripa paso coronavirus afortunadamente leve llevar reino cielo vacuna enfrentar secuela vivo afortunadamente ,19.3998346,-99.1843501
aislamiento pandemia pandemia vacuna clase virtual fase falta vacuna positivo fallecido ,19.4043522,-99.128294
ineptitud chucho vero isla escondido closet sal afectar ver cantidad vacuna mundo seguro vacunadoscon entonte carga amar ,19.412031,-99.413769
investigacion pais india reducir considerablemente numero contagio consecuencia muerto enviar vacuna secreto creer ,19.152878,-99.1600234
autoridad sanitario informacion mejorar vacuna empezar ,19.3998346,-99.1843501
olvidar mencionar persona linea combate virus vacuna seguramente inconciente ,19.2846922,-99.140238
dejar politizar tema vacuna senora mercenario vacuna entender golpetea forma estupido ,19.3863707,-99.259495
importante utilices producto especifico mantener piel contorno ojo saludable evitar temido pata gallo arrugo bolsa ojeras desmaquilla correctamente ojo utilizar mascarilla mitigar efecto cansancio ,19.435882551535386,-99.18565847621451
director ejecutivo pfizer albert borla judio sefardi tesalonica grecia ciudad cuyo poblacion judio desaparecio completo guerra mundial contar respuesta vista porque pfizer ,19.3059713,-99.4041647
acabar fallecer companero joven covid alcanzar vacuna malditos politico asilo gatell asesino desgraciado hp ,19.498594,-99.2481811
aislamiento pandemia pandemia vacuna clase virtual fase falta vacuna positivo fallecido ,19.4043522,-99.128294
razon preferir confiar artista desconocido facebook estudiar tema vacuna preferir creer teorio conspirano sentir alumno mediocres poseer conocimiento oculto ,19.357102,-99.1919955
principio fundamental vacuna masivo infancia vacuna nino posible garantizar inmunidad rebano ,19.357102,-99.1919955
clase presencial pandemia pandemia vacuna fase positivo fallecido ,19.444937,-99.180678
alivio vacuna doctor muerte ,19.3998346,-99.1843501
delegar campana vacuna salir ,19.087511,-99.315748
instruyo vacuna proceso investigacion cientifico ,19.3998346,-99.1843501
pensar vacuna contagiaron contagian ignorancia ,19.3863707,-99.259495
vacuna salvan vida vacaciones work ,19.2970107,-99.2058092
contexto distinto tema normal vacuna reciente llevar ano persona querer vacuna pendejas educacion pagar terminar marcha neurona ,19.3998346,-99.1843501
comentar comorbilidad riesgo muerte aumentar vacuna exponer volar jefe esposa vacuna ambos abril acabar fallecer sintoma oxigeno hospital ,19.498594,-99.2481811
derecho gente demandar gatell plan vacuna contingencia infectaron andar evento fiesta picos alto tontito madre cabron ,19.3998346,-99.1843501
pais invirtio investigacion vacuna derecho obligar agresivo violencia preparemo argumento convencer ,19.456367,-99.221136
califequemo vacuna murio vacuna morir tocar tocar merecemos respeto empatia compasion tiempo covid diego verdader vacuna antivacuna vacunarte ,19.2156239,-99.6470277
dio covid completo esquema vacuna vacuna influenza decir experiencia bajen guardia fuerte sigamos cuidando ,19.357102,-99.1919955
detectar vacuna sobrante llevar control perfecto vacuna aire vacuna simulada enganaron padre porcentaje ordenar presidente simularan ,19.3998346,-99.1843501
teoria respuesta vacuna viruela humano creer prevenir mono punto confirmar ,19.444937,-99.180678
animal politico dato mil defunciones confirmado mil caso activo estimados mil esquema vacuna completo ,19.0763934,-99.7825792
cuarentena estricto lugar cubrebocas vacuna aplicado poblacion de fuga playa sorprenderia existir pico contagio semana ver ,19.3998346,-99.1843501
probar relacion directo vacuna trombosis comprobar proteccion enfermedad grave amarillista ,19.357102,-99.1919955
feliz domingo sanitizamo sede vacuna cuidar salud joven visitar vacante defensa prevencion ,19.2156239,-99.6470277
llegar temporada gente pandemia ver abrazar abrazar iman evitar vacuna regreso ,19.232313,-99.364536
dar seguir antivacuna creer tuit broma entre perfil campana vacuna creer gente circulo ,19.2970107,-99.2058092
identifico aparte ignorancia indomita persona contagien mutacion vacuna volver eficiente ,19.2970107,-99.2058092
llamar discriminacion violar derecho gente vacuna problema vacuna afectar ,19.2846922,-99.140238
favor alguien rienda esto absurdo regresar vacuna ola ,19.412031,-99.413769
eso responsablesino multitud tragedia suscitar ultimamente distinto rubro nino cancer medicamento incendio forestal prevencion damnificado inundacion apoyo falta vacuna cuadro basico ,19.357102,-99.1919955
marzo plan nacional vacuna alerta coronavirus mexico contagio muerte contagio muerte cuidense ,19.357102,-99.1919955
volver aula apoyo lucha fer vacuna estudiante regreso clase nino joven contagiado fallezcan sufrir consecuencia grave ,19.375099,-98.940638
estudio chileno dosis sinovial eficacia haber tu vacuna preocupar ,19.087511,-99.315748
muerto vacuna ayuda alguien querer responsabilidad individuo atrasado programa vacuna esquema completo obligar ,19.4043522,-99.128294
clase vacuna ,19.3863707,-99.259495
urge vacuna programaron salio control dato ,19.2846922,-99.140238
sabias infeccion rotavirus considerar principal causa morbilidad mortalidad nino menor ano semana vacuna laboratorio importancia vacuna pequeno ,19.049016,-99.364536
vacuna covid persona sindrome down persona riesgo firma peticion via ,19.232228,-99.324375
ovarios decir presidente completamente loco lambiscon triste realidad nino necesitar vacuna regreso clase ,19.2846922,-99.140238
cuidemo aplicacion vacuna hechar andar economia saldremos medida necesario ,19.375099,-98.940638
dejar capaz volver generar anticuerpo caso necesario eficiente capacidad cuerpo generar memoria accion vacuna estudio ,19.444937,-99.180678
regentar decidir aplicar sputnik habitante iztapalapa zona cero pandemia laboratorio muerte ,19.444937,-99.180678
dile vacuna covid tendencia siguiente semana guarden tuit ,19.3998346,-99.1843501
gracias leo justo duda caso entero alguien vacuna enferma entender deber ayudar sobrellevar ,19.444937,-99.180678
sonar logico pandemia importante vacuna refuerzo esperar caso pfizer requerir aplicacion mes ,19.357102,-99.1919955
pronuncia vacuna pasar nivel mundial vacuna gente pudiente visita pais exotico traer maleta virus desconocido mexico ,19.3998346,-99.1843501
jaja perdon ver mencion espacio abierto zona vacuna alto espacio cerrado deber seguir usar cubrebocas riesgo minimo ,19.357102,-99.1919955
claudia irresponsable vision vacuna tardar mes llegar burla ,19.357102,-99.1919955
oir sistema descargar certificado vacuna covid salir whatsapp enviar caso proceder ,19.2970107,-99.2058092
aislamiento pandemia pandemia vacuna clase virtual fase romper marca fallecido ,19.3998346,-99.1843501
torpe vacuna contagiar covid vacuna ,19.51799,-99.330259
pasar mexico triste preferir vacuna politica salud mexicano covid italia emprendera accion legal astrazeneca reducir lote vacuna coronavirus ,19.232228,-99.324375
lopezgatell vacuna menor edad amparo significar quitar dosis persona riesgo xochitl galvez declaracion pendejo declarar nino vulnerable lamentable declaracion gate ,19.232228,-99.324375
ritmo vacuna contemplar evacuacion vacuna acaso creer suficiente ,19.357102,-99.1919955
hacer discriminar gente vacuna ,19.444937,-99.180678
imbecil regalar vacuna enganando mexicano proteger poner dosis dejar poblacion infantil riesgo alto enfermedad estrategia urge procese innombrable ,19.4043522,-99.128294
bromean vacuna risa preocupante conoz gente vacuna razon similar madre meter cuadro ,19.3998346,-99.1843501
vacuna diario ritmo tomar vacuna poblacion covid terminar diciembre hijo menor lopez ano ,19.412031,-99.413769
curioso vacuna edad unido contagiado covid cuarentena ,19.3998346,-99.1843501
asunto decir requirieran dosis experto evidente poder ahorrar tu ironia querer demostrar razon deberia leer acerca efectividad vacuna ampliar ,19.498594,-99.2481811
regreso improvisado clase vacuna menor ano regreso seguro clase presencial ,19.22413,-98.975864
vacuna nino contagio acabaran ,19.412031,-99.413769
vacuna pinche muertito carga espalda cabo sinverguenza pendejo car ce miercoles negro registrar muerte cifra alto ola covid mexico ,19.51799,-99.330259
vacuna suficiente municipio dome situacion provocar acabar insumo preparado surja idea vacuna insuficiente ,19.2970107,-99.2058092
completamente sospechoso complot vacuna hacer nichola cage salir pelicula gente albercas correlacion causalidad ,19.357102,-99.1919955
pretexto vacuna nino adulto mayor salir nino estudiar vacuna pasar relajo vacuna violento derecho nino ,19.2846922,-99.140238
ensenale becario funcion vacuna favor ,19.3668621,-99.067766
marzo plan nacional vacuna alerta coronavirus mexico contagio muerte contagio muerte cuidense ,19.3863707,-99.259495
nino aislamiento pandemia pandemia vacuna vacaciones verano fase positivo fallecido ,19.3998346,-99.1843501
mencionado numero absoluto significan millon persona esquema completo pais mes iniciar vacuna faltar millon contar infante deber vacuna forma ver dato ,19.087511,-99.315748
deber rendir importante recordar pandemia matar gente deber morir deber unir causar seguir trabajar meta cuidado pertinente poner vacuna ,19.412031,-99.413769
vacuna boleto salir pasar nina estrategia gobierno don pendejo yde doctor muerte quedar cuidar ,19.444937,-99.180678
acudan cita forma individual ser recuerden vacuna respetemos regla ,19.2970107,-99.2058092
esperar jornada vida libre violencia asesoria juridico psicologica vacuna papiloma jornada visual ,19.276132355088333,-99.22168221094911
vacuna gente seguir votar pelo tonto valio gente productivo efecto soberbia ambicion ,19.444937,-99.180678
contesta iguala continuar extincion masivo especie ecosistemasbiodiversidad antropoceno seguir pandemia con vacuna exponer tod ojala escuche descubri ruta infeccion ,18.3671046,-100.613313
vacuna agresivo covid mejor deseo ,19.357102,-99.1919955
idea duracion vacuna deber vacuna ano porque ,19.357102,-99.1919955
explicar muerte explicar falta vacuna nino ,19.2156239,-99.6470277
japon suspender medida precaucion dosis vacuna coronavirus moderna hallar sustancia anomala lote recibir ,19.0763934,-99.7825792
reclamar gobierno federal equivocar union europeo aceptar marca vacuna unico generar gente desear recibir deseable terminar pandemia ,19.357102,-99.1919955
esposo contagiar vacuna cuajimalpa desorden poblacion parecer mercado hospitalizado salir jueves extremar cuidado ,19.3998346,-99.1843501
enero plan nacional vacuna alerta coronavirus mexico contagio muerte contagio muerte cuidense cuidense ,19.357102,-99.1919955
valer pena escuchar recuento acerca mentira vacuna autoridad ,19.412031,-99.413769
grip tifoidea tuberculosis sarampion contagiastepero vacuna sistema inmune reaccionar enfermedad sintoma gripe comun ,19.444937,-99.180678
clase presencial pandemia pandemia vacuna fase positivo fallecido ,19.3998346,-99.1843501
mexico marzo vacuna poblacion vulnerable sintoma grave hospitalizacion defunciones disminuir considerablemente efectividad vacuna opcion ,19.484399,-99.118665
