cluster,lat,lon
hospital privado hacer prueba salir vacuna vender vacuna caso constitucional esperar ,19.152878,-99.1600234
asumo mezcla cuidado vacuna sistema inmune recomendacion dar tapabo hospital consulta medico seguir usar evito ascensor necesario tapabo ,19.4043522,-99.128294
secretario salud jorge acoger martes comenzar vacuna maestro ,19.087511,-99.315748
condicion hospital persona medico pagar vacuna ,19.213113,-99.322812
perfil profesional abogado contar habilidad destreza aptitud permitir desarrollar labor alto dosis calidad eficiencia abogado jorge varga ,19.38587246,-98.99349
mil centro vacuna pais solucionar tramite evitariamo monserga siervo ,19.232313,-99.364536
anunciar nacion unidas vacuna empezar vacuna maestro capiche terminar vacuna personal hospital publico privado nivel nacional encantar logico ,19.357102,-99.1919955
estabilidad nino fernando emiliano fernandez rellano familia mundo padecer enfermedad hambre frio falta comida hospital covid dios mande salud vacuna covid llegar distincion ,19.456367,-99.221136
econ mexico regreso clase semaforo verde protocolo conoz enterate voluntario medida sanitario priorizar vacuna coronavirus tarea cuidar tu salud ,19.484399,-99.118665
dome seguir avanzar co plasta vacuna salud ,19.375099,-98.940638
adulto poner vacuna querer pensar pasar mes clase grito independencia caer sector salud mentado madre ,19.2970107,-99.2058092
rato auspiciado gobierno hospital saludando rapido gente vacuna correcto tipo evento masivo ,19.357102,-99.1919955
esposa enfermera imss hospital seccion sindical vacuna incluido dentista ,19.357102,-99.1919955
semana participando modulo atencion vacuna ponte pila salud vida magcontreraspresente pontepilaconnosotro ponte pila ponte pila casa protegete proteger saldremos salvar vida ,19.213113,-99.322812
paramedico mayoria ambulancia pertenecer cruz rojo erm vacuna fallecer conocido covid paramedico vacuna ,19.444937,-99.180678
deber cambio pfizer ip obligacion publico particular dinero privado fin lucro peligroso ,19.456367,-99.221136
dosis super limitada mexico situacion privilegiado dar cabida postor abrir puerta caos escasez desorden dar preferencia postor animal razon comportese ,19.2970107,-99.2058092
capitalino merecer seguridad medicamento vacuna servicio calidad alcaldia pedimo invertir tema clave ciudad accion bienestar ,19.357102,-99.1919955
coagulo colar funcionario vacuna covid ,19.2970107,-99.2058092
retraso vacuna febrero llegar previo mes estimados vacuna empezar edad ir retrasar gente servicio medico operacion correcamino retraso ir acumular ,19.3668621,-99.067766
personal sanitario negar vacuna ,19.3998346,-99.1843501
equivocar padre ver salud hija afortunadamente vacuna imaginate persona recurso comprar vacuna refieres tirar hate gobierno valer verga pensar ,19.444937,-99.180678
mentira vacuna personal privado olvidado traslado puro covid arriesgar vida diario ,19.375769,-99.137171
idea tema vacuna personal salud hospital privado unanse organicense ir paro gobierno reaccionar seguro junio recuerden gobierno morena decidir vacuna ,19.31026150347542,-99.22757790604142
dondeestanlasvacunas acabar primero etapa vacuna terminar vacuna personal salud publico privado ,19.357102,-99.1919955
hacer desmadre medico privado respuesta cambiar vacuna suficiente vacuna sector salud traer sobrante terminar pasen grupo vacuna guardar ,19.51799,-99.330259
pensar area salud creer vacuna ,19.51799,-99.330259
actuar poner pistola vacuna respetar proceso personal eutanasia ,19.3998346,-99.1843501
dosis astrazeneca covid unidad congreso centro medico nacional siglo xxi ,19.40830727,-99.15400349
seguir entender personal ejercito armado custodiando centro vacuna alguien explicar favor vacuna vacuna vacunacioncovid ,19.357102,-99.1919955
sumar esfuerzo salir kravmaga defensapersonal seguridad salud vacuna ,19.3863707,-99.259495
mercado positivo noticia favorable vacuna disponibilidad eeuu adulto mayo prospecto estimulo fiscal debate senado atencion dato mi servicio ed beige book ,19.3059713,-99.4041647
covid vacuna refuerzo proceder vacuna personal salud educacion cuestion ,19.3863707,-99.259495
delincuencia detener apapacho nino mayor cancer atender vacuna despulfarraron fundir salir ,19.51799,-99.330259
vida ano existencia intenso recuperacion medico ver secuela post covid paciente efecto adverso vacuna sentir afortunado terrible experiencia ,19.3863707,-99.259495
negar vacuna sector privado ,19.2970107,-99.2058092
tercero informe sector salud millon mexicano excluido servicio salud muerte covid cuarto mundial dato seguir prueba alto nivel contagio regateando vacuna menor edad ,19.232228,-99.324375
operativo correcamino conjunto diverso institucion mexicano jornada vacuna combatir pandemia covid ,19.357102,-99.1919955
formo refieres logro programa bienestar social adulto beca joven emprendedor madre soltero jefas familia ayuda damnificado sismo terminar hospital combatir corrupcion diverso area compra aplicacion vacuna ,19.2970107,-99.2058092
correr gallina cabeza entorpecer personal especializado estorbando acudir vacuna acudimo servicio especialidad siervo nacion estorban razon decir ,19.3998346,-99.1843501
victor manuel hornacina hervir vacuna astrazeneca calderon consultar medico dolor muscular paracetamol sigues dolor muscular consultaste medico amiguismo william ,19.232313,-99.364536
servicio medico reafirmacion genero realizar ajuste necesario buscar beneficio dosis disponible reestablece suministro forma regular llamado solidaridad participacion usuario ,19.357102,-99.1919955
esquema viable estuviesemos escenario vacuna ilimitada problema sanidad publico pudiese vacuna problema escasez vacuna soluciona abrir vacuna empresa privado ,19.3863707,-99.259495
grave vacuna ir vacaciones medico linea exponer diario proteccion adecuado agotadora jornada condicion deplorables contar vacuna ,19.357102,-99.1919955
dome semaforo naranja acudir vacuna salud ,19.3668621,-99.067766
limitacion prueba atencion hospital negacion cubrebocas grupo tecnico prevision vacuna poblacion despenadero ,19.2970107,-99.2058092
increible recurrir tipo medida vacuna servicio privado correr riesgo contagio sector publico inmune ,19.375099,-98.940638
urgen pasar pendiente dosis medico sector salud ,19.0763934,-99.7825792
terrible escena desesperacion angustia sistema salud colapsar trabajador sector agotado expuesto falta epa vacuna precaucion buscar cuidar exponiendo contagio terrible ,19.357102,-99.1919955
expuesto maestro medico medico duda maestro vacuna obtener voto simple ,19.087511,-99.315748
dosis gracias presidente auxiliando personal medico militar seguridad esfuerzo ,19.444937,-99.180678
instruccion gobierno como secretaria salud federal urge transparento pasar personal medico vacuna llevar ano dar atencion exponiendo alejar familia gobierno dar ,19.232228,-99.324375
calle clinica imss empezar vacuna gente ,19.3651343205711,-99.29278379124567
zoe fisico denota cansancio lograr revertir desmantelamiento falta integracion sistema salud imss bienestar ,19.087511,-99.315748
poder llevar forma deber entrar hospital deber vacuna asegurado ,19.232228,-99.324375
agradecer personal medico existir vacuna covid vacante sigamos cuidando come vacuna prepa jose vasconcelos ,19.30749824,-99.13405895
vacuna personal linea privado publico empezar personal linea manipular tema medico privado oficialmente programado programo adulto mayor seguir orden respetar ,19.357102,-99.1919955
medico regresar origen causa necesitar dosis ,19.444937,-99.180678
distribucion logisticar vacuna astrazeneca sinopharm llegada aeropuerto casablanca marrakech documento sec salud marroqui ,19.3863707,-99.259495
sumar ambiente reconocer excelente organizacion logistica calidez humano amabilidad persona recibir emocione sentir privilegiado seguir cuidando persona acceder vacuna ,19.2970107,-99.2058092
lamentablemente desicion comprar vacuna sistema nacional vacuna cargo secretaria salud gobierno federal gobierno ciudad mexico desconocer vacuna sputnik ,19.3863707,-99.259495
aplicacion tendera efecto secundario vacuna vigila reaccion pregunta medico conveniente aplicar sufrir presion alto ,19.087511,-99.315748
votar representar mayoria hacer medico miedo dedicar vender taco valer campo batalla trabajar andar lloriqueando vacuna ,19.498594,-99.2481811
medico comprometer calidad consecuencia etico proceder poder omitir senalar incompetencia politizacion programa vacuna ,19.4043522,-99.128294
internacional enfermeria conmemorar nacimiento florence nightingale pionero fundadora enfermeria moderna tema enfermeria voz liderar invertir enfermeria respectar derecho garantizar salud ,19.232228,-99.324375
siquiera lograr dosis mil vacuna preguntar vacuna doctor ejercer hospital clinica iniciativa privado ,19.213113,-99.322812
leer autor propuesta entender mercado global vacuna taco anotame lista seguro conoz dedico podria explicar porque sector publico comprador ,19.3998346,-99.1843501
vacuna hospital medico priva aviso ,19.357102,-99.1919955
vacuna mexicofaltan trabajador salud muerte trabajador salud ,19.087511,-99.315748
senor recibir vacuna inter mujer vacunando usar persona venderla ,19.456367,-99.221136
jornada vacuna continuamoses brindando apoyo logistico trabajar equipo combatir ,19.2156239,-99.6470277
pais vacuna sector salud sector educacion escolar adulto mayor economia restablecido ,19.3863707,-99.259495
millon persona covid recuperadas seguir fiesta seguir fumar quitar cubrebocas tiran via publico apoyo vacuna familia directo personal salud ,19.2846922,-99.140238
rechazar vacuna personal salud publico privado atentando integridad vida servir poblacion prioridad tercero ola contagio venidera estupidez limite ,19.087511,-99.315748
existencia humano considerar ilegal asunto vacuna tema salud publico nivel mundial derecho individual prevalecer interes particular ,19.3059713,-99.4041647
comercializacion vacuna covid firma peticion via ,19.2156239,-99.6470277
conoci medico medico voto morena fiel seguidor lopez obrador pandemia vacuna tocar vacuna acabar fallecer covid voluntad votar morena ,19.2846922,-99.140238
padre ano recibir dosis vacuna pedir mandar mensaje canciller gracias recibir sincero reconocimiento labor pandemia extensivo equipo destacar ,19.456367,-99.221136
aislamiento pandemia pandemia vacuna clase virtual fase falta vacuna vacuna personal salud positivo fallecido ,19.3998346,-99.1843501
google decena plataforma predicen clima preguntar aciago reproductor ni postear util gobernado balloveroy vacuna hablar incluyeron organizacion ,19.2970107,-99.2058092
usar calcular dosis kilo peso siquiera importar noche decir manejar paciente ambulatoriamente rey urgencia atender tomar ex ,19.357102,-99.1919955
desgastante lleno incertidumbre llanto cansancio valer pena mejorar medico sorprendido diagnostico carga deber terapia intensivo juventud ayudar ,19.232313,-99.364536
recibir dosis tocar enfermera personal limpieza hospital prioridad ciudadano eleccion mes ,19.152878,-99.1600234
inaudito personal salud recibir dosis ,19.357102,-99.1919955
tod sintesis scan nido tr proteger interes extranjero gritar igualdad mercado muer viv votemo tod modest ,19.2970107,-99.2058092
perder vecino medico covid verguenza diputada decir medico privado derecho vacuna madre derecho apoyar lopez pais ,19.3863707,-99.259495
benemerito escuela nacional maestro vacuna ,19.3863707,-99.259495
vacuna medico preferir vacuna servidor politico funcionario morir medico frente batalla covid ,19.375099,-98.940638
permitir senor monopolizar vacuna hacer favor vacuna hospital privado reaccionen ,19.087511,-99.315748
garantizando derecho salud violentado derecho grupo vulnerable paciente ser trasplantado enfermedad cronica comorbilidad deber vacuna forma primordial llamaremo atendido gracias ,19.198192,-99.0693801
entrevista platicamo presupuesto salud esfuerzo garantizar abasto medicamento importancia refuerzo esquema vacuna ,19.4043522,-99.128294
aseguras vacuna ruso servir dejaras analisis publico dictamen avalado instancia internacional publicar sustentar ,19.444937,-99.180678
considerar precursor novela mexicano moderna vida desempenar docente politico iniciar actividad docente ano interesar creacion institucion educativas cultural cultura cultura tradicion ,19.2846922,-99.140238
exigimos vacuna comunidad escolar ,19.3668621,-99.067766
amigo alguien conocer alguien trabaje inai necesitar ayudaasesoramiento cuestion certificado vacuna urgente gracias ,19.357102,-99.1919955
misterio mujer mexico apoyar gobierno turno hijo pequeno necesitar guarderia vacuna ,19.3998346,-99.1843501
terrible pandemia atendida puntual distinto momento realizacion masivo prueba oxigeno domicilio entrega medicamento seguimiento medico exitoso plan vacuna ,19.3998346,-99.1843501
sumo peticion personal centro salud sa andres tomar vacuna personal linea rt ,19.327809637195237,-99.10354537963651
empezar tronar hueso enferme sarampion vacuna vacuna nobis francamente volvi bolsa totopo medico ,19.087511,-99.315748
julio personal frente covid hospital privado derecho vacuna ,19.456367,-99.221136
triste leer politica relevante pais dar mensaje ambiguos falta vacuna vacuna mexicano teoricamente necesario impactar salud publico morbimortalidad perdido falta ,19.2970107,-99.2058092
japon implemento mejor operacion militar historia moderna ataque sopresa pearl harbor ejecutar inicio tomar totalmente descuidada flota norteamericano saber ir atacar ,19.2970107,-99.2058092
usar dinero recorte sector salud tratamiento nino cancer vacuna compraron medicamento mantenimiento metro numero recorte presupuestados auditar vigilar peso presupuesto ,19.2846922,-99.140238
oir angel privado vacuna ,19.357102,-99.1919955
video entrevistar medico cientifico norte pais senalar declaracion lopez gatell combinar vacuna irresponsable estudio mundo confirmar riesgo salud opinar doctora ,19.2970107,-99.2058092
inicio vacuna mejora panorama actual inminente colapso vivir hospital como aumento caso grave aliento personal salud soporte manejo paciente quedate casa ,19.087511,-99.315748
doctor dosis doctor sector privado millon vacuna ,19.4043522,-99.128294
fer seccional region tierra caliente sur pie lucha exigimos gobierno federal vacuna estudiante ,19.3998346,-99.1843501
pretender medico indicar dosis diario dexametasona intramuscular paciente covid practicamente asintomatico semana persona relativamente cercano recibir tratamiento abrir ,19.412031,-99.413769
saber resolver atencion contar instalacion suficiente ridiculez autosuficiencia poner venganza salud nino cancer construyeron ejemplar sistema vacuna votar ,19.3998346,-99.1843501
fideicomiso empresa cervecera caso for cienfuego salir limpio asesor secretario ejercito resultar asi boquetes faltante gracias malversacion vacuna ,19.357102,-99.1919955
desgraciado julio vacuna ano adulto mayor medico privado qe recibir dosis vacuna usar fin electoral hagas pendejo malo ,19.198192,-99.0693801
nino nacer mexico gobernante proveian salud vacuna recien nacido nacer suerte acceso operacion costar vida padre fortuna acceder servicio medico calidad gt ,19.357102,-99.1919955
personal vacuna congelado malo organizacion ,19.152878,-99.1600234
bots estupido contratar oposicion presidente atender instituto nacional cardiologia vacuna sector salud uf bloquear ,19.456367,-99.221136
pensar vacuna area laboral ,19.232228,-99.324375
dinero hombre equivaler rehabilitar paciente recuperar covid valer pena vacuna servidor nacion ,18.3671046,-100.613313
casual formado acabar vacuna responsable salir avisar ciento persona seguir formadas pendejo personal arena seguridad mandar cerrar puerta madre ,19.456367,-99.221136
segundo dosis personal salid importante vacuna atendemo paciente clase linea ,19.3863707,-99.259495
derecho vacuna menor edad firma peticion via ,19.2156239,-99.6470277
ir vacuna jugar salud expone saca gobierno jugar responsable vida ,19.2846922,-99.140238
mexico vacuna trabajador salud co ,19.357102,-99.1919955
poder vacuna tu pais siquiera terminar vacuna medico trabajador sector salud necesitar cerebro completamente vacio escribir ,19.357102,-99.1919955
registro pagina vacuna excelente medico duda hablar local ,19.444937,-99.180678
escuchar exigencia oposicion tomar accion reducir contagio aplicar prueba masivas morena rechazar propuesta vacuna personal farmaceutico medico privado esperar tomar ,19.357102,-99.1919955
fijo posicion asunto particular eleccion preveer partido tendra afinidad futuro cancelacion nai aplaudo organizacion vacuna brigada correcamino seguir ,19.152878,-99.1600234
ano direccion agradecido experiencia ambivalentes cansancio satisfaccion estres resultado nervio seguridad crecimiento personal red relacion ampliada ,19.0763934,-99.7825792
correcto vacuna importante imprudente valer madre salir calle centro comercial bail hacer madre exigir atencion enfermo ,19.412031,-99.413769
favor capacidad dar servicio salud digno fabricar vacuna condicionar ,19.2846922,-99.140238
asisti sede mama problema solicitar nuevamente expediente vacuna completo lleno descargar pagina vacuna llegar personal apoyo llenaba mano retrasabamamrasa avance ,19.412031,-99.413769
requerimos eficiencia etica urge terminar vacuna personal linea urge busquenlo diccionario urgente ,19.3998346,-99.1843501
organizar medico adulto maestro profesion edad vacuna anticovid maestro como aplicar importar residencia via ,19.2846922,-99.140238
vacuna desarrollo morir quimico educacion publico representado corrupto feliz nino igual definar hija estudio colegio particular becada extranjero incongruente ,19.2846922,-99.140238
decada mejor programa vacuna nivel mundial gobierno servidor publico cobrar vacuna inclusive pandemia influencia gracias doctor mate mexico gozar red frio saludable malo loco ,19.375769,-99.137171
mujer estupido poner precio vida doctor hospital privado vacuna distribuir estupido doctor arriesgar vida imbecil ,19.232313,-99.364536
velocidad vacuna llamar correcamino resultar ironico creer doctor ,19.51799,-99.330259
ojala autoridad pronuncien hospital herrero viable vacuna favor ecatepec atizan cc ,19.51799,-99.330259
recibir vacuna pfizer machine pepsi center personal como militar cuidando tomar foto pseudo doctor promoviendo gratuidad medico gobierno medicina gratuidad ,19.357102,-99.1919955
pongale vacuna personal salud distincion vacuna impuesto ,19.2846922,-99.140238
hola alcaldesa disculpar medico dar consulta covid domicilio poder obtener vacuna ahorita medico institucion habemos ver paciente evitar llegar hospital ,19.087511,-99.315748
encantar colapsar privilegiado derecho comprar vacuna apoco derecho quitar vacuna alguien riesgo ir cochino dinero conseguirla ,19.2970107,-99.2058092
pedir vacuna personal medico estrategia politica otorgar ,19.444937,-99.180678
fan andar programa vacuna andar bici inaugurar obra publico entregando reconocimiento presidente bolivia mujer cabron canso cocina sala ,19.3998346,-99.1843501
malo leche venir doctora exagera especialidad respeto criterio medico seno defender indefendible acaso dolio contrainsulto vacuna perro xd ,19.2970107,-99.2058092
negativo vacuna nino perseguir delito leso humanidad negligencia medico inventar pretexto ahorrar dinero tocar funcionario salud ,19.357102,-99.1919955
saber rumoraba gobierno mexicano aumentar brecha vacuna linea vacuna influyentismo corrupcion denunciar ana paolo costo harias ojo denuncia anonimo ,19.3863707,-99.259495
vacuna refuerzo covid maestro personal salud llegar inicio lopez gatell ,19.3863707,-99.259495
denunciar aplicacion vacuna anticovid personal sec bienestar medico ip vacuna operador politico pertenecer edad de circulo red ,19.444937,-99.180678
franelero cobrar peso estacionar familiar esperar adulto mayor vacuna argumentar dar policia pedir exigir ojala poder apoyar ,19.2970107,-99.2058092
premio alcalde sustentar resultado dato estadistico cuantitativos coyoacan como vacuna actualiza ine patetico importar salud padron electoral ,19.444937,-99.180678
hablar labor fabricacion vacuna covid revision farmaco investigacion quimioinformatica organocatalis destacado alumno participar simposio linea egresado mundo ,19.2970107,-99.2058092
pretender vacuna bombero policia barrenderossacmex lineo fuego ,19.3863707,-99.259495
querer felicitar permitir empresa privado gobierno estatal adquieran vacuna covid ,19.0714677,-99.9024488
sabiamos malo terminar trampeando libre adquisicion vacuna anticovid ver rebasado realidad sanitario incapacidad contencion vacuna condicionar libre empresa sesgo politico derecho salud vida ,19.2846922,-99.140238
vacuna poner logistica aplicacion vigilancia reaccion paciente ir vacuna sano enfermo covid tirar orgulloso ,19.357102,-99.1919955
biblioteca vasconcelos vacuna dosis rezagados centro medico siglo xxi dosis falta organizacion simplemente mandar vacuna querer persona vacuna ,19.3998346,-99.1843501
director hospital solicitud doctor envian dependencia correspondiente llegar vacuna proporcione medico correcto ,19.232228,-99.324375
gracias doctor gatel gracias seguir indicacion enferme primero ola evento desafortunado ineludible personal enfermar ta sali gracias cansino ,19.357102,-99.1919955
miente presidente empresa privado importar vacuna prohibir decreto combatir prohibicion ,19.3998346,-99.1843501
recibir vacuna febrero iste fecha dosis pasar medico situacion dosis ,19.357102,-99.1919955
vacuna medico exigimos vacuna medico sector salud ,19.3668621,-99.067766
vacuna medico carajo expuesto ,19.444937,-99.180678
pedo banda ir vacuna tocar pedo personal vacunando banda mexico magico ,19.2846922,-99.140238
medico cientifico academico pedir medida concreto frenar pandemia cubrebocas obligatorio cuarentena prueba negativo viajero internacional reinvertir salud vacuna presidente usar cubrebocas ,19.357102,-99.1919955
baja admision hospitalario sector publico covid enfermedad mostrar inconfiable sistema salud gubernamental medicamento personal medico agotadisimo cansancio muerte atreve internar ,19.2846922,-99.140238
medico sector privado bloquear circulacion vehicular inmediaciones escuela naval militar como exigir recibir vacuna anti covid realidad vivir erroneo estrategia irresponsabilidad gobierno ,19.232228,-99.324375
dar presionando aprobar vacuna pfizer lunes acelerando linea previo autorizar inyeccion aprobacion permitir discrecion medico etiqueta poblacion lease nino lt enorme ,19.357102,-99.1919955
ilustrame sensei linea vacuna sector medico mundo normal azotar pandemia ,19.412031,-99.413769
vacuna medico exigimos vacuna sector salud protegido medico ,19.3668621,-99.067766
aislamiento pandemia pandemia vacuna clase virtual fase falta vacuna vacuna personal salud positivo fallecido ,19.3998346,-99.1843501
atencion integral paciente instalacion comoda seguro facil acceso sala hemodinamica hmm hospital seguro bajes guardia cuidar cuidas cuidamos viruscovid vacuna vacunacionanticovid salud medicoscomprometido ,19.2970107,-99.2058092
lopez construir cuartel militar deber hospital convertir cuartel hospital salud pueblo sabio resistente cuartel hospital vacuna atender dinero lopez ,19.3863707,-99.259495
vacuna antirrabica perro gato gratuito centro salud doctor angel brioso vasconcelos benjamin hill colonia condeso ,19.456367,-99.221136
medico sector privado garantizado vacuna acabar don pelmazo live vacuna ,19.087511,-99.315748
vacuna covid trabajador limpio firma peticion via ,19.2846922,-99.140238
gente gustar vacuna privado medico privado varicela hepatitis meningococo comprar necesariamente ,19.087511,-99.315748
vacuna chimalhuacan gracias dirigente vacuna familiar ,19.372499,-98.989059
quedar vacuna medico ,19.357102,-99.1919955
vacuna personal salud enfermera auxiliar inhaloterapeutas medico afinador institucion privado logico ,19.3863707,-99.259495
estrategia vacuna perro rabia regalaban cuidar salud ciudadano ,19.3998346,-99.1843501
correcto esperar pesimo gobierno resumen esperar nefasto faltar dosis faltar medico faltar maestro personal limpio ciudad vulnerable ,19.4043522,-99.128294
reconocer malo labor marcelo brad admision vacuna covid via ,19.232228,-99.324375
alto dosis terror doctor strange escena escena hospital spiderman dar servir ,19.3998346,-99.1843501
estupidez empezar area remota necesitar vacuna ciudad mayor contagio verguenza usen vacuna fin electoral ,19.51799,-99.330259
paciente cambio personal salud vacuna ,19.087511,-99.315748
poder preguntar poner dosis centro medico rezagados ,19.2970107,-99.2058092
regreso clase seguro requerir insumo necesario sanitizacion tunel sanitizante agua potable cubrir necesidad sanitario salud docente alumno vacuna padre familia alumno cedempueblo ,19.22413,-98.975864
esclavitud moderna practica boicotear cuba solicitar apoyo medico calderon pena ignorante hipocrita politizado acontecimiento ,19.3668621,-99.067766
conveniente pedir vacuna institucion juventud arriesgando garantia salud recordar expuesto exponer familia hijo ,19.087511,-99.315748
vecino vecino falta presidente despliegue plan vacuna sector salud adulto mayor mil centro vacuna pais formar brigada vacuna ,19.087511,-99.315748
olvidar llego acudir modulo tocar listo vacuna out periodico causa ciudadano ,19.36701372,-99.75612924
servidor nacion vacuna valer regatea voto linea atencion enfermo vivo votar ganar amor pueblo ,19.484399,-99.118665
suficiente vacuna pais vacunando sector publico vacuna dar chance sector privado acaparar sector privado acaparar posibilidad ,19.484399,-99.118665
encuentro triste leer publicacion gente sector medico pais poner vacuna situacion logico pais control ,19.087511,-99.315748
triste medico enfrentar horrible pandemia vacuna hospital publico linea medico generalespediatra filtro llegar especialista medico sector privado ,19.3998346,-99.1843501
labor isalud marzo contagio trabajador personal administrativo letalidad grupo realizar actividad area clinica vacuna ,19.087511,-99.315748
tiempo vacuna docente primaria medico enfermera linea poner pechito caguemos calladitos ver bonito ,19.3998346,-99.1843501
alegria entender comenzar vacuna adulto mayor vacuna personal medico ,19.087511,-99.315748
semana dejar equipo necesitar canallo afirmar quela campana actual vacuna gobierno federal propaganda campana electoral solucionar problema obligatorio cuidar salud publico proselitismo partidista ,19.444937,-99.180678
eficacia vacuna reflejar aplicacion dosis quedar personal medico ,19.087511,-99.315748
cita vacuna priorizar cita ,19.412031,-99.413769
agradecer atencion brindada pandemia co recibir vacuna presidente comunidad universitario pais presente linea ,19.2846922,-99.140238
trabajador sector medico privado recibir vacuna covid manana ,19.3998346,-99.1843501
prioridad secretaria salud mudanza acapulco abasto medicamento tratamiento enfermedad cronica nino cancer vacuna prioritario descentralizacion ,19.087511,-99.315748
reparto libro texto construccion operacion sucursal banco bienestar aeropuerto santo lucio tren maya refineria boca control aduana puerto maritimo ultimamente manejo aplicacion vacuna ,19.3863707,-99.259495
espacio privilegio orgulloso gente formar obtener vacuna igualdad entender jodido funcionario imss lamentable pagar sueldo inadmisible adulto gt ano formado ,19.2970107,-99.2058092
pregunta mos ancla familia atencion recibir brigada salud respuesta sentir protegida vivo vivito coleando agradecer dios andres manuel vacuna ,19.213113,-99.322812
dejate jaladas veridian morena racista excluyente presidente excluir medico hospital privado vacuna forma discriminacion exclusion ,19.3998346,-99.1843501
levantar mano personal salud faltamo vacuna ,19.498594,-99.2481811
buscar ayuda urgente perritonecesita donante sangretiene anemia hemolitica necesitar perro raza de pese minimo kilogramo ano salud vacuna ofrezco donativo perrito donante ,19.4416651,-99.1393173
