cluster,lat,lon
vivo iztacalco fe corresponder ciudade vacuna ,19.375769,-99.137171
comenzar registro adulto mayor recibir dosis vacuna cura ingresar ,19.357102,-99.1919955
dosis tulancingo ano recibiste dosis vacuna covid acuda completar esquema asir fecha hora localidad resides ,19.232228,-99.324375
hola duda adulto dosis tocar poner ahorita astrazeneca magdalena contrera gracias ,19.232228,-99.324375
poner marcha campana vacuna influenza dirigido poblacion especial menor mes ano persona edad embarazado sector cuyo salud vulnerable epoca invernal ,19.2156239,-99.6470277
junta local camino tercero dosis ano refuerzo dosis mayor ano rezagados dosis astrazeneca mayor ano ,19.327833916823096,-99.66764063624638
tarde ciro pregunta estadistico presenta porcentaje persona vacunadas duplica informacion dosis contar contabilizan saludo ,19.375769,-99.137171
millon persona ano realmente cumplir vacuna requerir millon dosis persona necesitar ano terminar vacuna malditas matematico neoliberales ,18.3671046,-100.613313
cuadro agosto fecha minimo pasar dosis motivo aplicartela ,19.3998346,-99.1843501
lamentablemente programa mexico vacuna viruela ,19.243767,-99.954159
dosis sala arma ciudad deportivo menor ano programado dosis ,19.3863707,-99.259495
llevar mes recibir dosis aparecer vacuna necesitar actualizar dato vacuna gracias ,19.3863707,-99.259495
comunicado solompar cansino astrazeneca cumplir mes web vacuna dejar llenar solicitud dosis cumplir minimo confuso ,19.412031,-99.413769
gracias escribir informamo distribucion aplicacion vacuna depender invitamo consultar link informacion gobierno tlalnepantla ,19.498594,-99.2481811
benito juarez dejar dosis vacuna adulto mayor mayo semana aplicado dosis fin electoral anuncio morena creer falsamente dinero vacuna ,19.357102,-99.1919955
confirmar call center registro vacuna persona edad mexico ,19.2970107,-99.2058092
aparecer vacunando alcaldia necesitar informacion manana actualiza alcaldia vacuna proximo semana ,19.444937,-99.180678
abue local vacuna sinovial llegar marzo pasar ,19.4043522,-99.128294
acudir sede sede playero organizado santo fe cu policia organizacion vacuna ,19.232228,-99.324375
miercoles vacuna ano ,19.2970107,-99.2058092
atencion rezagados ano xochimilco aplicaron vacuna pfizer acudan dosis ,19.357102,-99.1919955
semana aplicando vacuna rezagados dosis ,19.444937,-99.180678
lamentablemente menor ano secretaria salud gobierno federal autorizado dosis refuerzo ,19.444937,-99.180678
disponible horario vacuna covid favor ,19.456367,-99.221136
vacuna alcaldia vivir aplicar ,19.3668621,-99.067766
pagina bajar comprobante venir lote vacuna diluyente ,19.357102,-99.1919955
informar apoyo adulto mayor colocar vacuna apoyar mayor selenio subir edad doctor millon mediodia negar millon elector ,18.3671046,-100.613313
vacuna dome importante pendiente fecha vacuna ,19.354814,-98.940043
proximo semana vacuna septiembre ,19.357102,-99.1919955
astrazeneca pasar semana dosis semana mes poder vacuna tu enero ,19.3863707,-99.259495
entrevista periodista hable inicio vacuna anticovid mexico nino ano edad ,19.498594,-99.2481811
verificalo contrato restringieron consulta siguiente ano ocultar informacion india dono dosis llegar domingo ,19.3998346,-99.1843501
leiste articulo copiaste pegaste diste vacuna menor ano empezar registrar mexico ,19.2970107,-99.2058092
derecho menor edad recibir vacuna basado articulo constitucional ley derecho nina nino adolescente convencion derecho nino ,19.2970107,-99.2058092
anunciar ras dar dosis unicamente refuerzo ,19.412031,-99.413769
preparar amparo masivo naucalpan atrapan tlalnepantla area vacuna mayor ano municipio mexico esperar nino ,19.412031,-99.413769
suspender ese vacuna municipio rural ,19.2970107,-99.2058092
desesper juan vacuna llegar edad tocar marzo dont worry aguantate casa semana llamaran vayas aplicartela centro salud diputado salten fila llevar camara ,19.3998346,-99.1843501
cansino mayor ano pfizer menor ano ,19.3754147,-99.6347585
atencion manana acudir vacuna covid personal educativo region dome informacion ,19.232228,-99.324375
cuarto dosis mayor demostrar enfermedad cormobil mayor ano aplicar ,19.3863707,-99.259495
rumor vacuna cansino perder efectividad aplicado persona edad pecado llevar penitencia recuperar ,19.3998346,-99.1843501
dosis iztacalco ver jefa gobierno ano ,19.375769,-99.137171
concluir cuarto vacuna tlalnepantla vacuna salud acudir punto ubicado municipio folio registro cura identificacion vacuna tlalnepantla ,19.498594,-99.2481811
desde aplicar vacuna gobierno ciudad mexico imponer disposicion ,19.3998346,-99.1843501
duda mencionar ano registrar vacuna ano en acudir formato negar vacuna azcapotzalco ,19.456367,-99.221136
terminar proceso vacuna ano mes ano mes vacuna ,19.375769,-99.137171
ivete ano lograr vacuna adulto torreon forbe ,19.2970107,-99.2058092
fecha depender vacuna otorgar gobierno federal ciudad mexico ponersela regreso esperar abrir fecha rezagados ,19.3863707,-99.259495
programacion realizar vacuna llegar pais iniciar vacuna ixmiquilpan ,19.232228,-99.324375
suponer convocar dosis vacuna ixtapaluca vacunando ano poder enfermar nodesinformen capacitan personal atreverse astrazeneca vacuna ,19.285882,-98.954037
mayo festival honor sa gabriel marisco municipio natal apreciar distinto foto ,19.2970107,-99.2058092
informar vacuna rezagados ecatepec ,19.456367,-99.221136
grupo asesor estrategico experto sage inmunizacion evaluar aplicacion vacuna pfizerbiontech infante oms recomendar pais aplicaran grupo edad ano ,19.2970107,-99.2058092
iniciar dosis vacuna naucalpan ,19.3863707,-99.259495
gaby vacuna adulto mayor metete centro convencion vivir tocar ,19.2156239,-99.6470277
pedir sistema salud local federal incluir periodo vacuna persona edad coyoacan faltar ciudad mexico ,19.2970107,-99.2058092
pasar mes registro vacuna aplicado marzo ,19.412031,-99.413769
encontrar escuela primaria benito juarez biblioteca vasconcelos completo esquema vacuna acudir minuto anticipacion respetar hora cita necesario fila ,19.232228,-99.324375
autoridad ayuntamiento zinacantepec miercoles viernes abril llevar cabo aplicacion dosis ,19.0763934,-99.7825792
gracias escribir fecha vacuna establecer gobierno federal estatal poder consultar intervalo vacuna ,19.498594,-99.2481811
iniciar programa nacional vacuna ,19.4043522,-99.128294
yei recibir dosis vacuna padre ,19.087511,-99.315748
real sa juan rio oro vacuna dosis llegar fecha meten maestro papas vacuna mandaremos escuela nino ,19.232228,-99.324375
cuarto dosis mayor ano persona enfermedad cormobil ,19.444937,-99.180678
alcance vacuna llegar tocar lunes pisito ,19.2156239,-99.6470277
tarde pregunta aplicar vacuna deseo viajar mexico pais pedir docto adquiero comprobantes vacuna gracias ,19.3998346,-99.1843501
alguien luz duda vacuna edad comorbilidad beneficiario programa gobierno federal local ,19.087511,-99.315748
semana aplicando dosis coyoacan grupo papa rezagados papa ,19.444937,-99.180678
seguir apoyar adulto mayor camino vacuna centro civico chamizo ecatepec edo astrazeneca corazon ser medico ,19.484399,-99.118665
consulta documento presentar recomendacion recibir dosis vacuna moderna ano edad metete continuamoses cuidando salud metete casa ,19.2156239,-99.6470277
semana anunciar continuar depender vacuna asigne gobierno federal ciudad mexico ,19.3863707,-99.259495
cede sur oriente como vacuna adolescente comorbilidad desplazar largo distancia sobrino acabar cumplir ano vivir metro indio verde atravezar como cenais marina inhumano ,19.456367,-99.221136
ciudad mexico aplicando vacuna ,19.3863707,-99.259495
metropoli kilometrica fila adulto mayor rodear palacio deporte alcaldia iztacalco contar cita formar esperanza recibir vacuna registrado re ,19.357102,-99.1919955
ensayo primero vacuna aprendieron municipio alcaldia seguir estrategia lopez andar tomar foto in ciudadano delito elector ,19.3998346,-99.1843501
tarde doctor pregunta persona moderadamente poner vacuna covid gracias antemano saludo ,19.357102,-99.1919955
modulo certificado vacuna funcionaran lunes sabado ,19.2970107,-99.2058092
actualizar base dato descargar certificado vacuna ,19.444937,-99.180678
dosis aplicado gracias municipio tocar logistica atencion trato periodo vacuna dosis aregiduria tocar agenda vacaciones ,19.0763934,-99.7825792
especialista eficacia dosis astrazeneca semana ,19.049016,-99.163354
informar vacuna centro salud cobaya negar vacuna hija ano mes ano mes proximo semana vacuna extender rango ,19.375769,-99.137171
gracias dios negativo prueba covid ano gracias dios contagiar gracias gracias gracias semana tocar tercero dosis vacuna recuerden prevenir vacuna vivir ,19.115033,-99.7351564
mil dosis vacuna cansino llegar manana pais ,19.2970107,-99.2058092
visita gobernador modulo vacuna indy ,19.2970107,-99.2058092
semana dosis ,19.3863707,-99.259495
malo asevera proximo semana iniciar vacuna adulto mayor astrazeneca cuyo efectividad setenta llamar elegir registre vacuna sector salud magisterio ,19.232228,-99.324375
semaforo deberian delegacion osea miguel hidalgo vacuna ,19.232313,-99.364536
enton manana llegar vacuna isla mujer ,19.3998346,-99.1843501
rezagada dosis fecha tocar alcaldia benito juarez enferme covid vivo cuauhtemoc presentar manana vasconcelos ,19.3998346,-99.1843501
hola registrar aplicar dosis vacuna anti covid alcaldia coyoacan mama dosis vacuna sputnik esperar poder ayudar ,19.2970107,-99.2058092
mentiroso familiar vacuna importan abuelo vacuna adulto mayor servir horario dicta pagina ,19.3668621,-99.067766
estrategia vacuna dome excelente informacion organizacion aplicacion vacuna ,19.3668621,-99.067766
veinteanero querer vacuna poner pensar persona vulnerable vacuna referir persona discapacidad embarazado ,19.2970107,-99.2058092
oigan alguien vacuna aplicado mayor cuauhtemoc pregunta ,19.3863707,-99.259495
cuarto dosis mayor ano ,19.444937,-99.180678
proximo semana iniciar vacuna dosis grupo ano ,19.357102,-99.1919955
recordar vacuna joven ano esperar medida sanitario vacunarte protegemo ,19.2156239,-99.6470277
dosis adulto mayor rey paz ,19.3998346,-99.1843501
existimo persona esperar dosis pfizer como causa incluir covid necesitar gestionar rezagados completar esquema ,19.3863707,-99.259495
afortunado comprobante domicilio vacuna desafortunados contar comprobante domicilio derecho vacuna ,19.357102,-99.1919955
hijo regresar clase pedir colegio constancia vacuna padre problema ver vacuna nino mayor ano ,19.232313,-99.364536
ver tristeza domo informacion lugar hacer aplicacion vacuna covid municipio haciendoespero mio metete excepcion desidia informar forma grs ,19.2156239,-99.6470277
averiguar dosis huixquilucan nino morbilidad ,19.3059713,-99.4041647
hijo culpe moleste llevar dosis resultar xochimilco aplicado aplicar contestar jefa enfermera xochimilco ,19.152878,-99.1600234
recuerden lopez obrador marzo adulto mayor vacuna cumplir ,19.3059713,-99.4041647
gracias dar voz exigimos vacuna hijo hija menor ,19.2156239,-99.6470277
juan gabriel glu cruz panico balacera centro vacuna puebla tirado piso papas proteger hijo espantadosasi terminar ciento persona col feo madero puebla ataque balazo manana martes ,19.0763934,-99.7825792
broma paso vacuna ano guau incompetencia increible ,19.049016,-99.364536
favor anunciar falta dosis vacuna sinovial nena dosis aplico marzo paso aplicacion dosis ,19.3668621,-99.067766
dosis ano ecatepec ,19.484399,-99.118665
vacuna chimalhuacan gestiono vacuna mil dosis persona edad municipio chimalhuacan ,19.372499,-98.989059
favor necesitar hablar alguien oriente dosis vacuna sputnik ciudad semana grupo ano imposible hablar alguien grabacion argentino ,19.357102,-99.1919955
recibir dosis vacuna sinovial senora suegra pedir cambiara sede derrame hidrocarburo ecatepec vacuna ambos sede original enviar ,19.3863707,-99.259495
gracias escribir informamo etapa exclusivo primero dosis persona ano pedimo pendiente fecha designada sector ,19.498594,-99.2481811
informacion importante amigo aplicar vacuna efecto secundario explico porque preguntar amigo medico explicar numero lote vacuna fijar ,19.456367,-99.221136
estrategia vacuna dome pendiente vacuna adulto mayor ,19.498594,-99.2481811
organizacion alcaldia xochimilcosi senora sheinbaum respetar horario cita registro alcaldia llegar vacuna ,19.3998346,-99.1843501
contrario semana sede vacuna ,19.444937,-99.180678
israel aplicar vacuna persona aplicado millon dosis mexico aplicar pasar camino llegar primero fecha ,19.232228,-99.324375
manana aplicar dosis refuerzo covid persona ano alcaldia benito juarez gustavo madero iztacalco iztapalapa arrancar importante impreso expediente vacuna ,19.4043522,-99.128294
vacuna persona ano alcaldia xochimilco coordinacion corresponder letra a a info ,19.232228,-99.324375
desgraciadamente secretaria salud gobierno federal autorizado vacuna refuerzo incluir certificado aparecer ,19.3863707,-99.259495
totalmente siquiera terminar aplicar dosis adulto mayor bastar proteger gobierno inepto ,19.3668621,-99.067766
tarea cuidar tu padecido coronavirus esperar rango edad vacuna toma siguiente consideracion anotar mantente informar ,19.3998346,-99.1843501
vacuna dome vacuna alo vulnerable estrategia fijado cordinacion acordar adulto ,19.3668621,-99.067766
felicito excelente estrategia manejo vacuna covid adulto mayor abrazo fraterno senor presidente ,19.3863707,-99.259495
lamentablemente aviso agotar vacuna pediatrico pendiente comunicado ,19.444937,-99.180678
informar corresponder ta dosis covid ano resido delegacion miguel hidalgo gracias antemano ,19.3863707,-99.259495
venir vacuna cmnsxxi pedir formato registro formato especifico publicidad oficial agua regresar detalle ,19.3998346,-99.1843501
vives xochimilco registrado vacuna poder enlace complico registrar tu ver apoyamo llenar registro cuitlahuac barrio sa pedro xochimilco ,19.152878,-99.1600234
hola tarde pregunta faltar refuerzo dosis dio covid refuerzo gracias ,19.444937,-99.180678
lamentablemente secretaria salud gobierno federal autorizacion aplicar dosis menor ano ,19.444937,-99.180678
falta control centro vacuna permitir persona vacuna querer bastar imprimir nuevamente registro ,19.357102,-99.1919955
sentir respuesta vacunando dosis aplicar junio ,19.3863707,-99.259495
tomar super necesario doble registro vacuna persona ano reporta secretaria salud ,19.213113,-99.322812
arrancar vacuna covid ciudad mexico menor ano rezagados ano dosis nina nino ano horario acudir sede cercano ,19.049016,-99.364536
real ganar sistema vacuna crear neoliberales funcionar excelente registro asiste aplicar vacuna registrar ,19.152878,-99.1600234
informacion importante junio programa nacional vacuna persona ano alcaldia alvaro oregon consulta cita registra hazlo ,19.232228,-99.324375
hola azcapotzalco como parasitos vet absorber nutrientes malformacion desparasitar tomar calcio vacuna esterilizado terminando mes calcio empezar vacuna gracias ,19.456367,-99.221136
ojo toluqueno ano pongo refuerzo vacuna anticovid tocar consulta continuacion fecha sede horario ,19.0763934,-99.7825792
embarazado importante cubras cuadro completo vacuna covid importar edad modulo poder recibir dosis corresponder ,19.372499,-98.989059
noche doctor aplicar delegacion restante vacuna sputnik estudio necesario recomendable poner vacuna gracias ,19.2970107,-99.2058092
documento registro vacuna contaria oficial querer dosis comprobar deber seguir regla ,19.51799,-99.330259
abril cumplo ano poner vacuna entrare rezagado toque grupo ano gracias ,19.498594,-99.2481811
lamentablemente respuesta contemplado vacuna fin semana ,19.3863707,-99.259495
ir fila sede campo marte avisar terminar vacuna persona gritar insultaron logistica evitar desagradable experiencia ,19.3998346,-99.1843501
vacuna ixtapaluca picando vacuna covid invitar adulto ,19.372499,-98.989059
pasar mes dosis deber asistir centro salud cuarto dosis vacuna aplicando centro salud ,19.2970107,-99.2058092
doctor zoe felicito ano edad vacuna senora maria guadalupe alvarado vda garcia como gracias ,19.2970107,-99.2058092
vacuna importar letra apellido ,19.498594,-99.2481811
tarde vacuna vacuna alcaldia alvaro obligar ,19.232228,-99.324375
unico pediria presidente doctor contemplen adolescente comorbilidad independientemente contemplar plataforma solicitar vacuna ,19.3998346,-99.1843501
jornada nacional vacuna covid dosis adulto ano radican municipio naucalpan mayor informe favor comunicar naucaltel ,19.4283274667299,-99.24900095945446
mexico unico vacuna aplicar dosis astrazeneca importar vacuna dosis previo desicion aplicartela ,19.3998346,-99.1843501
vacuna abrala persona mayor edad decir ud cientificacuando semejante compris seno incondicional decir pidaaunque criminal ,19.484399,-99.118665
preescolar lt ano diagnostico dah tratamiento farmacologico opcion caso amerita iniciar metilfenidato liberacion inmediato dosis mg respuesta incrementar mg valorar ,19.288437724388213,-99.15847854997027
alcanzar vacuna cuajimalpa alcaldia aplicar ubicar proximo vacuna ,19.087511,-99.315748
zoo sa diego vacuna mono covid siquiera acabar vacuna adulto mayor ,19.412031,-99.413769
urge certificado vacuna solicite correccion aparecer unico indicar solicitar ayuda pagina whatsapp obtener ,19.2970107,-99.2058092
santo fe vacuna semana rezagados sputnik gracias ,19.232313,-99.364536
lunes importante vacuna centro salud mexico espana ,19.44586502,-99.18174952
lamentablemente secretaria salud gobierno federal encargada sistema nacional vacuna autorizacion aplicar dosis refuerzo aplicar dosis ,19.444937,-99.180678
calendario vacuna como azcapotzalco iztacalco venusiano arrancar benito juarez gustavo madero iztapalapa persona ano detalle ,19.3998346,-99.1843501
vacuna estimado amigo aki hijo chico poner refuerzo recibir dosis mexico edad aplicarian saludo tocar ,19.0763934,-99.7825792
conocer algun persona recibir vacuna compadre kings cabo libre albedrio sabias compadre doctor rinconera chisme actualizacion dato ,19.407790687425482,-99.1540610099632
mexico dosis mayor ano astrazeneca importar vacuna aplicado ,19.3863707,-99.259495
poder acudir tocar letra apellido paterno registrado pedir hoja registro centro vacuna alcaldia ,19.444937,-99.180678
joven cuautitlan icalla vacuna tu ,19.357102,-99.1919955
abierto registro vacuna ,19.2970107,-99.2058092
salud temor covid padre familia mexiquenses promover juicio amparo hijo ano inmunizados adolescente recibir dosis vacuna pfizer dosis ,19.2156239,-99.6470277
octubre iniciar registro aplicacion vacuna nina nino adolescente ano comorbilidad aplicar vacuna pfizer millon persona distinto enfermedad adolescente embarazado ,19.3998346,-99.1843501
lamentablemente vacuna residente ciudad mexico ,19.444937,-99.180678
municipio texcoco aplicacion vacuna ano ,19.375099,-98.940638
vacuna importar residencia alcaldia ,19.412031,-99.413769
gracias escribir aplicar astrazeneca ,19.498594,-99.2481811
atencion rezagados ano motivo recibir dosis vacuna octubre aplicar centro exposicion ciudad universitario registrate ,19.213113,-99.322812
fecha vacuna ano ,19.357102,-99.1919955
sentir respuesta vacuna semana ,19.444937,-99.180678
tipejo out persona vulnerable vacuna indeseable ,19.2970107,-99.2058092
reportar sede vacuna naucalpan adulto mayor llevar formato vacuna negar vacuna burocracia burocracia ,19.412031,-99.413769
vacuna poner astrazeneca semana aplicar dosis poner sinovial maximo semana aplicar dosis ,19.087511,-99.315748
acudir macro centro suficiente vacuna ,19.3863707,-99.259495
arrancar etapa campana vacunemos nina vacuna prevenir contagio virus papiloma humano gratuito seguro nina casa ano edad acudir unidad salud cercano prevenir salud ,19.0763934,-99.7825792
noche tarda actualizar certificado vacuna ,19.3059713,-99.4041647
terminar gracias persona vacunando corresponder vacuna evitan cuadro grave covid ,19.087511,-99.315748
pasar vacuna ano residente motivo pudiste acudir dosis vacuna poder acudir semana sede olvid expediente ,19.232228,-99.324375
persona vacuna dosis refuerzo acudir semana ,19.3863707,-99.259495
hola pasar loschico cumplir ano diciembre poder vacuna menor edad ,19.087511,-99.315748
dosis nino ano cumplido ,19.3863707,-99.259495
hola oir ona pregunta fecha dosis astrazeneca ,19.357102,-99.1919955
senor presidente oir destinara vacuna pueblo vulnerable dosis destinaron fecha vencer pedir poner atencion vecino temoaya mexico ,19.0763934,-99.7825792
mexico vacuna pfizer unico vacuna autorizado menor ano reservo exclusivamente grupo ,19.444937,-99.180678
ficha vacuna adulto mayor ficha largo esperar anticipacion proporcionan verificacion dato cita hora minuto citan voluntario venir ,19.51799,-99.330259
ocupar dato faltar dosis vacuna poder asistir dosis astrazeneca viernes horario mediodia mediodia centro exposicion congreso uno ,19.309899472452273,-99.17719229086067
mayor tercero refuerzo astrazeneca poder acudir punto vacuna ,19.3668621,-99.067766
preparar vacuna ano ,19.412031,-99.413769
dosis julio solicite certificado agosto fecha recibo mensaje dato contacto solicito correccion aparecer mensaje aspiracionista necesitar viajar ,19.213113,-99.322812
autorizar vacuna adolescente menor ano edad vacuna amparo ,19.375099,-98.940638
empezar proceso vacuna tapan lastimo autoridad responsable saber aplicar dosis adulto mayor necesitar resolver grave problema brevedad dejar largo asunto ,19.087511,-99.315748
vacuna atizan zaraza dosis municipio adolescente ,19.51799,-99.330259
respuesta joven chimalhuacano acudir aplicar dosis vacuna anti covid modulo instalar territorio municipal ,19.372499,-98.989059
portada sheinbaum ine parcial contrario papel arbitro baja candidatura guerrero michoacan martes iniciar vacuna alcaldia restante viernes santo ,19.4043522,-99.128294
