id,url,date,content,likeCount,retweetCount,replyCount,latitud,longitud,radio,tweet_tokenizado
1494813112637263874,https://twitter.com/MademoisellJess/status/1494813112637263874,2022-02-18 23:16:32+00:00,Ayer me tocó mi tercera dosis de la vacuna Sputnik y hoy siento como si hubiera hecho 100 horas de zumba continuas 😭 además del dolor de brazo y cabeza. Esta potente está madre.,3,0,0,19.309917325231165,-99.12243737329996,31.28km,"['ayer', 'tocar', 'tercero', 'dosis', 'vacuna', 'sputnik', 'hoy', 'sentir', 'si', 'hecho', 'hora', 'zumba', 'continuo', 'adema', 'dolor', 'brazo', 'cabeza', 'potente', 'madre']"
1494754943089192969,https://twitter.com/TwiLin/status/1494754943089192969,2022-02-18 19:25:24+00:00,"Ya no sé si el dolor es por la vacuna o por los burpees del diablo pero,
amiga que me mandas un video cantando mi canción favorita siempre que me siento malita 🥰🥰🥰 ¡Yo te amo! @Soy__LaU",1,0,1,19.309917325231165,-99.12243737329996,31.28km,"['el', 'si', 'dolor', 'vacuna', 'burl', 'diablo', 'amigo', 'manda', 'video', 'cantar', 'cancion', 'favoritar', 'siempre', 'siento', 'malita', 'amar']"
1494161573987901441,https://twitter.com/iLeon87/status/1494161573987901441,2022-02-17 04:07:34+00:00,"Este dolor de cuerpo no lo había tenido nunca, pinche vacuna está perra",1,0,1,19.309917325231165,-99.12243737329996,31.28km,"['dolor', 'cuerpo', 'nunca', 'pinchaber', 'vacuna', 'perra']"
1493597706748669957,https://twitter.com/J2ACVDOMER/status/1493597706748669957,2022-02-15 14:46:57+00:00,"Ya saliendo de la reacción de la vacuna 💉 solo queda el sueño porque no pude dormir con semejante dolor de cabeza y fiebre , a darle!",0,0,0,19.309917325231165,-99.12243737329996,31.28km,"['salir', 'reaccion', 'vacuna', 'solo', 'quedar', 'sueno', 'poder', 'dormir', 'semejante', 'dolor', 'cabeza', 'fiebre', 'dar']"
1490041388997742599,https://twitter.com/Vivalyk/status/1490041388997742599,2022-02-05 19:15:25+00:00,Pues gracias a Dios no nos hizo muchos estragos la vacuna 🦠 #COVID19 solo un poco de dolor en el brazo. 😅 #AstraZeneca  #Sputnik 🙏🏻👌🏻,3,1,0,19.309917325231165,-99.12243737329996,31.28km,"['pues', 'gracias', 'dios', 'hacer', 'estrago', 'vacuno', 'solo', 'dolor', 'brazo', 'astrazeneca', 'sputnik']"
1489775470841372676,https://twitter.com/OmmarRG/status/1489775470841372676,2022-02-05 01:38:45+00:00,"Al menos las reacciones a la vacuna de refuerzo son mínimas. Ligero dolor en el brazo, sueño y dolor de cabeza. 🤪💉",1,0,0,19.309917325231165,-99.12243737329996,31.28km,"['menos', 'reaccion', 'vacuno', 'refuerzo', 'minima', 'ligero', 'dolor', 'brazo', 'sueno', 'dolor', 'cabeza']"
1489323978581843971,https://twitter.com/Elfhelm1304/status/1489323978581843971,2022-02-03 19:44:41+00:00,"@Buenrollo13 Si no tuviera sus dos dosis de Pfizer/BioNTech. Mi hija de 14  con 2 dosis, paciente con afecciones cardíacas y asma, solo tuvo dolor de cabeza y perdida persistente de algunos sabores. Sin sus dosis de vacuna, tal vez ya no tendría hijos por su asma bronquial.",0,0,1,19.309917325231165,-99.12243737329996,31.28km,"['si', 'dos', 'dosis', 'pfizer', 'biontech', 'hijar', 'dosis', 'paciente', 'afeccion', 'cardiaco', 'asma', 'solo', 'dolor', 'cabeza', 'perdido', 'persistente', 'sabor', 'dosis', 'vacuna', 'tal', 'vez', 'hijo', 'asma', 'bronquial']"
1489253732726370307,https://twitter.com/verushhk/status/1489253732726370307,2022-02-03 15:05:33+00:00,"Vengo de la oscuridad a decir que sobreviví a la noche post vacuna rusa a pesar del dolor de cabeza y de cuerpo, apendejamiento y fiebre. A ver qué tal pinta día... https://t.co/KNqdhYu8Db",5,0,2,19.309917325231165,-99.12243737329996,31.28km,"['venir', 'oscuridad', 'decir', 'sobrevivi', 'noche', 'post', 'vacuno', 'ruso', 'pesar', 'dolor', 'cabeza', 'cuerpo', 'apendejamiento', 'fiebrir', 'ver', 'tal', 'pinta', 'dia']"
1486410722380849166,https://twitter.com/darcag/status/1486410722380849166,2022-01-26 18:48:27+00:00,"@locatel_mx Ayer aplicaron vacuna""Moderna"", en Vocacional 7, no AstraZeneca, que pasó?, reacciones con molestia en extremidades, dolor y ligero ardor, lengua levemente como escaldada, sin aumento de temperatura.",0,0,1,19.309917325231165,-99.12243737329996,31.28km,"['ayer', 'aplicar', 'vacuna', 'moderna', 'vocacional', 'astrazeneca', 'paso', 'reaccion', 'molestia', 'extremidad', 'dolor', 'ligero', 'ardor', 'lenguo', 'levemente', 'escaldado', 'aumento', 'temperatura']"
1485482425547472899,https://twitter.com/pedromo82044645/status/1485482425547472899,2022-01-24 05:19:43+00:00,"Van 2 dos días de la tercera dosis de vacuna COVID, esta vez me tocó Astra Zeneca y muy bien en el día pero por la noche escalofríos y dolor de piernas y cuerpo, esto no me lo hizo las 2 dosis de Spoknik",2,0,2,19.309917325231165,-99.12243737329996,31.28km,"['ir', 'dos', 'dia', 'tercero', 'dosis', 'vacuna', 'covid', 'vez', 'tocar', 'astrazeneca', 'bien', 'dia', 'noche', 'escalofrio', 'dolor', 'pierna', 'cuerpo', 'hacer', 'dosis', 'saber']"
1485103920460574726,https://twitter.com/Jorge_Reyes_/status/1485103920460574726,2022-01-23 04:15:41+00:00,El dolor del brazo izquierdo (consecuencia de la vacuna Moderna) bloquea el dolor que se padecía en la pierna derecha por una lesión debido al ejercicio. Interesante 🤨,0,0,1,19.309917325231165,-99.12243737329996,31.28km,"['dolor', 'brazo', 'izquierdo', 'consecuenciar', 'vacuna', 'moderno', 'bloquear', 'dolor', 'parecia', 'pierno', 'derecho', 'lesion', 'debido', 'ejercicio', 'interesante']"
1485030667314421766,https://twitter.com/AnnieDory8/status/1485030667314421766,2022-01-22 23:24:36+00:00,"Día 2, he dormido mucho y sigo con olfato y todo. 
Creo que la vacuna ayuda a que sea una gripe o una tos rara. 
Ya tome paracetamol e iboprufeno, el dolor ha disminuido. 

Hasta aquí mi reporte. 🤕🤓",1,0,0,19.309917325231165,-99.12243737329996,31.28km,"['dia', 'dormido', 'sigo', 'olfato', 'creer', 'vacuna', 'ayuda', 'gripe', 'tos', 'raro', 'tomar', 'paracetamol', 'ibuprofeno', 'dolor', 'disminuido', 'aqui', 'reportar']"
1484357810771017730,https://twitter.com/iris_charo/status/1484357810771017730,2022-01-21 02:50:54+00:00,"Supongo que este ya es el reporte final de mi experiencia con la vacuna de Moderna. Después de la aplicación, tuve dolor en el brazo el día de ayer, mismo que perduró hasta el día de hoy, pero se alivianó con paracetamol. Y ya, eso fue todo lo que me pasó. P.D. Soy un robot.",6,0,0,19.309917325231165,-99.12243737329996,31.28km,"['suponer', 'reportar', 'final', 'experiencia', 'vacuno', 'moderna', 'despu', 'aplicacion', 'dolor', 'brazo', 'dia', 'ayer', 'mismo', 'perdura', 'dia', 'hoy', 'aliviado', 'paracetamol', 'paso', 'robot']"
1483824742142562316,https://twitter.com/tremeloblues/status/1483824742142562316,2022-01-19 15:32:41+00:00,Soñé con un viaje en carretera donde un chavo y yo teníamos que tomar paracetamol para controlar el fuerte dolor de brazo por la vacuna. Adivinen… Amanecí con el brazo entumido por el refuerzo que me pusieron.,0,0,0,19.309917325231165,-99.12243737329996,31.28km,"['sonir', 'viaje', 'carretera', 'chavo', 'tomar', 'paracetamol', 'controlar', 'fuerte', 'dolor', 'brazo', 'vacuno', 'adivinir', 'amanecer', 'brazo', 'entumido', 'refuerzo', 'poner']"
1483570487871606787,https://twitter.com/lindocanario/status/1483570487871606787,2022-01-18 22:42:22+00:00,"Serán efectos de la vacuna? No tengo tos, ni dolor de garganta. Anoche he me subió un poco la temperatura. Disculpe la molestia y gracias 😊",0,0,0,19.309917325231165,-99.12243737329996,31.28km,"['efecto', 'vacuna', 'tos', 'dolor', 'garganta', 'anoche', 'subio', 'temperatura', 'disculpe', 'molestio', 'gracia']"
1483570486390968320,https://twitter.com/lindocanario/status/1483570486390968320,2022-01-18 22:42:22+00:00,"Hola, Dr. Frisbie. Espero que me ayude a resolver una duda. Me aplicaron la vacuna Moderna, en ka ciudad de México, el viernes 14 de enero . Tuve dolor de brazo unos días, pero desde ayer por la tarde empecé a tener escalofríos y como mareo leve.",0,0,1,19.309917325231165,-99.12243737329996,31.28km,"['hola', 'doctor', 'frisbiar', 'esperar', 'ayude', 'resolver', 'duda', 'aplicar', 'vacuna', 'moderna', 'ka', 'ciudad', 'mexico', 'viernes', 'enero', 'dolor', 'brazo', 'dia', 'ayer', 'tarde', 'empecir', 'tener', 'escalofrio', 'mareo', 'leve']"
1483568432821915651,https://twitter.com/aida_tabla/status/1483568432821915651,2022-01-18 22:34:12+00:00,"@auro_rosales Si, claro duele un buen  la vacuna ! 
Que pronto se te quite ese dolor. 😊😘",1,0,0,19.309917325231165,-99.12243737329996,31.28km,"['si', 'claro', 'doler', 'buen', 'vacuna', 'pronto', 'quitir', 'dolor']"
1482150966090735624,https://twitter.com/actorjorgeleon/status/1482150966090735624,2022-01-15 00:41:42+00:00,@Odioyplantas El dolor de brazo. Pero no sé si es el de todos los días ó por la vacuna,0,0,1,19.309917325231165,-99.12243737329996,31.28km,"['dolor', 'brazo', 'el', 'si', 'dia', 'vacuna']"
1480755590800498694,https://twitter.com/ChibyNavy/status/1480755590800498694,2022-01-11 04:16:58+00:00,De qué sirve la vacuna? Me han pinchado 3 veces con su consecuente dolor. https://t.co/QSRdzP93mW,0,0,0,19.309917325231165,-99.12243737329996,31.28km,"['servir', 'vacuna', 'pinchado', 'vez', 'consecuente', 'dolor']"
1478876000662474755,https://twitter.com/Aucio/status/1478876000662474755,2022-01-05 23:48:09+00:00,"@yuribeltran se está descontextualizando lo dicho por el Secretario @SSalud_mx , no pierdan lo esencial: paracetamol y la prueba #Covid , yo que lo tuve antes de vacuna, si es  diferente a  gripe, lo notable: pérdida de olfato y gusto,  tos sofocante y debilidad dolor muscular @HLGatell",0,0,0,19.309917325231165,-99.12243737329996,31.28km,"['descontextualizar', 'dicho', 'secretario', 'pierdan', 'esencial', 'paracetamol', 'probar', 'covid', 'vacuno', 'si', 'diferente', 'gripe', 'notable', 'perdido', 'olfato', 'gusto', 'tos', 'sofocantar', 'debilidad', 'dolor', 'muscular']"
1476193311102754819,https://twitter.com/CamiloMalaver11/status/1476193311102754819,2021-12-29 14:08:06+00:00,"@AlvarezMorenoC @NubiaMatta Si hace 2 días tuve síntomas leves (picor de garganta, secreción nasal, dolor leve de cabeza), y en este momento ya no presento síntomas....es aconsejable ponerme la 2da dosis de la vacuna ? O debo esperar más?",1,0,3,19.309917325231165,-99.12243737329996,31.28km,"['si', 'hacer', 'dia', 'sintoma', 'leve', 'picor', 'garganto', 'secrecion', 'nasal', 'dolor', 'leve', 'cabeza', 'momento', 'presento', 'sintoma', 'aconsejable', 'poner', 'segundo', 'dosis', 'vacuno', 'debo', 'esperar']"
1472809738203238400,https://twitter.com/jmhakenka/status/1472809738203238400,2021-12-20 06:02:59+00:00,@HLGatell Dr. Está vacuna a echo reacción en muchas personas con dolor de cabeza y más porque se  autorizo Astra y no la misma que se puso con segunda dosis y en reportes dice que aztra no es efectiva contra omicron debe de dar una respuesta .,1,0,0,19.309917325231165,-99.12243737329996,31.28km,"['doctor', 'vacuna', 'hecho', 'reaccion', 'mucho', 'persona', 'dolor', 'cabeza', 'autorizo', 'astrazeneca', 'mismo', 'poner', 'segundo', 'dosis', 'report', 'decir', 'astrazeneca', 'efectivo', 'omicron', 'deber', 'dar', 'respuesta']"
1456685545237659649,https://twitter.com/Vivalyk/status/1456685545237659649,2021-11-05 18:11:12+00:00,"Me hizo reacción la vacuna, dolor de cabeza, cuerpo cortado, fiebre. 😕",5,0,4,19.309917325231165,-99.12243737329996,31.28km,"['hacer', 'reaccion', 'vacuno', 'dolor', 'cabeza', 'cuerpo', 'cortado', 'fiebre']"
1448812572749279232,https://twitter.com/Rod_lopez/status/1448812572749279232,2021-10-15 00:46:49+00:00,"Pónganle a @Tribuna_TUDN @TUDNMEX que en minutos arrancamos, con todo y dolor de vacuna por el Covid. https://t.co/fw8N6yzssU",25,0,0,19.309917325231165,-99.12243737329996,31.28km,"['ponganle', 'minuto', 'arrancar', 'dolor', 'vacuna', 'covid']"
1448346862973558785,https://twitter.com/Perlita____/status/1448346862973558785,2021-10-13 17:56:15+00:00,Ojalá la vacuna también me quitara el dolor de ciática.,3,0,0,19.309917325231165,-99.12243737329996,31.28km,"['ojala', 'vacuno', 'quitarar', 'dolor', 'ciatico']"
1443742580995416068,https://twitter.com/_nen_esq/status/1443742580995416068,2021-10-01 01:00:29+00:00,"Los efectos de la vacuna me hicieron los mandados, pero, el dolor de cadera no, y no puedo tomar nada que no sea paracetamol. 🥴
Entre cólicos, dolor de cabeza y dolor de cadera, neta, gana la cadera.",0,0,0,19.309917325231165,-99.12243737329996,31.28km,"['efecto', 'vacuno', 'hacer', 'mandado', 'dolor', 'cadera', 'poder', 'tomar', 'paracetamol', 'colico', 'dolor', 'cabeza', 'dolor', 'cadera', 'neto', 'ganar', 'cadera']"
1443132792523694088,https://twitter.com/LBattling/status/1443132792523694088,2021-09-29 08:37:24+00:00,"Puto dolor de la vacuna, si no estaba en postración lo estaré... Gracias Sputnik por valorar la movilidad de mi brazo :/",3,0,0,19.309917325231165,-99.12243737329996,31.28km,"['puto', 'dolor', 'vacuno', 'si', 'postracion', 'gracias', 'sputnik', 'valorar', 'movilidad', 'brazo']"
1442977898214854657,https://twitter.com/TamaraAzpilcuet/status/1442977898214854657,2021-09-28 22:21:54+00:00,Quiero un litro de Tonicol pal’ dolor post-vacuna 😮‍💨,0,0,0,19.309917325231165,-99.12243737329996,31.28km,"['querer', 'litro', 'tonico', 'pa', 'dolor', 'post', 'vacuna']"
1442618100814422021,https://twitter.com/ventasnissan/status/1442618100814422021,2021-09-27 22:32:12+00:00,"@jibebarroso espero te mejores de la vacuna si puedes toma dos paracetamol de 650mg cada uno, aca en Mexico es tempra forte no se si asi lo alla en Colombia. Asi evitas el dolor de huesos y la fiebre. Listo ya tambien yebsigo aca https://t.co/n9HMU8ReIw",0,0,0,19.309917325231165,-99.12243737329996,31.28km,"['esperar', 'mejor', 'vacuna', 'si', 'poder', 'tomar', 'dos', 'paracetamol', 'miligramir', 'cada', 'aca', 'mexico', 'tempura', 'forte', 'si', 'asi', 'allar', 'colombio', 'asi', 'evita', 'dolor', 'hueso', 'fiebre', 'listo', 'tambien', 'perseguir', 'aca']"
1437621464228843520,https://twitter.com/Luciorm/status/1437621464228843520,2021-09-14 03:37:21+00:00,"Magú 
Jueces quitan mil millones de pesos a AMLO y este califica DE ¡insensible! a la Suprema Corte. Una niña reclama su derecho humano y legal a la vacuna e insensiblemente Salud no la vacuna. 
Les causa más dolor la pérdida de billelle que de vidas humanas",0,0,0,19.309917325231165,-99.12243737329996,31.28km,"['mago', 'juez', 'quitar', 'mil', 'millon', 'peso', 'malo', 'calificar', 'insensible', 'suprema', 'corte', 'nina', 'reclamar', 'derecho', 'humano', 'legal', 'vacuna', 'insensiblemente', 'salud', 'vacuna', 'causa', 'dolor', 'perdido', 'billete', 'vida', 'humano']"
1434311766314520581,https://twitter.com/AllanSerch/status/1434311766314520581,2021-09-05 00:25:47+00:00,"¡Ay qué dolor!, mi brazo 💪🏽😢Si esta potente la vacuna de la moderna",1,0,2,19.309917325231165,-99.12243737329996,31.28km,"['ay', 'dolor', 'brazo', 'si', 'potente', 'vacuna', 'moderno']"
1431299008920793093,https://twitter.com/LaDraMuelitas/status/1431299008920793093,2021-08-27 16:54:10+00:00,¿Es normal que después de meses de mi vacuna covid esté sintiendo mucho dolor en una de mis rodillas? ¿Debería de preocuparme?,0,0,4,19.309917325231165,-99.12243737329996,31.28km,"['normal', 'despues', 'mes', 'vacuna', 'covid', 'dolor', 'rodilla', 'deberio', 'preocupar']"
1426916646334124040,https://twitter.com/mafmxd/status/1426916646334124040,2021-08-15 14:40:13+00:00,Buenas buenasssssssss! Hoy amanecimos con mucho dolor en mi brazo por la vacuna 😣😣 pero sin ningún efecto secundario mayor 🙏🏽,4,0,0,19.309917325231165,-99.12243737329996,31.28km,"['buena', 'buena', 'hoy', 'amanecido', 'dolor', 'brazo', 'vacuno', 'ningun', 'efecto', 'secundario', 'mayor']"
1420190889310310400,https://twitter.com/missautumn98/status/1420190889310310400,2021-07-28 01:14:28+00:00,"Holiii les quería contar que hoy me aplicaron la primera dosis de la vacuna... el único malestar que tengo por el momento es dolor de cabeza. 
A lo mejor el viernes hago directo, yo les aviso.

Tomen awita y sigan cuidándose. 💜",3,0,0,19.309917325231165,-99.12243737329996,31.28km,"['holi', 'queria', 'contar', 'hoy', 'aplicar', 'primero', 'dosis', 'vacuno', 'unico', 'malestar', 'momento', 'dolor', 'cabeza', 'mejor', 'viernes', 'hacer', 'directo', 'aviso', 'tomar', 'agito', 'seguir', 'cuidar']"
1420035723609182222,https://twitter.com/dginacm/status/1420035723609182222,2021-07-27 14:57:54+00:00,"También están los que creen que aguantar más dolor/fiebre por la vacuna es de gente chingona, dura y resistente. 
Es de pendejos, cuando hay una pastilla que te quita el malestar. Tienen bien interiorizado que para ser chingón hay que sufrir.",1,0,0,19.309917325231165,-99.12243737329996,31.28km,"['creer', 'aguantar', 'dolor', 'fiebre', 'vacuna', 'gente', 'chingonar', 'duro', 'resistente', 'pendejo', 'pastillo', 'quitar', 'malestar', 'bien', 'interiorizado', 'ser', 'chingon', 'sufrir']"
1419534769734422528,https://twitter.com/vamonosRicky29/status/1419534769734422528,2021-07-26 05:47:17+00:00,"2.ª dosis vacuna Pfizer aplicada el viernes, sin mayores problemas, sábado con mucho dolor en articulaciones y músculos, además de tener mucho sueño, domingo ligero dolor de articulaciones.",1,0,0,19.309917325231165,-99.12243737329996,31.28km,"['dosis', 'vacuna', 'pfizer', 'aplicado', 'viernes', 'mayor', 'problema', 'sabado', 'dolor', 'articulacion', 'musculo', 'ademar', 'tener', 'sueno', 'domingo', 'ligero', 'dolor', 'articulacion']"
1419374744391102465,https://twitter.com/emilianita/status/1419374744391102465,2021-07-25 19:11:24+00:00,"Entonces:
-Dolor de cuerpo
-Cansancio
-Dolor de cabeza
-Náuseas y mareos
-Fiebre o cambios en la temperatura
Les dejo está bonita reflexión: eso que sentimos con la vacuna todxs, nosotras lo experimentamos cada mes con el SPM 
Y ASI TRABAJAMOS, EXISTIMOS Y CUIDAMOS DE OTRES",4,0,0,19.309917325231165,-99.12243737329996,31.28km,"['entonces', 'dolor', 'cuerpo', 'cansancio', 'dolor', 'cabeza', 'nausea', 'mareo', 'fiebrar', 'cambio', 'temperatura', 'dejar', 'bonito', 'reflexion', 'sentir', 'vacuno', 'todo', 'experimentar', 'cada', 'mes', 'sam', 'asi', 'trabajar', 'existir', 'cuidar', 'tres']"
1419048097598951428,https://twitter.com/PaulinaNares/status/1419048097598951428,2021-07-24 21:33:25+00:00,"#Actualización Vacuna AstraZeneca: toda la madrugada estuve con escalofríos, un poco de dolor de cabeza y febrícula. Hoy amanecí chida 😎, ya solo dolor en e brazo.",1,0,0,19.309917325231165,-99.12243737329996,31.28km,"['actualizacion', 'vacuno', 'astrazeneca', 'todo', 'madrugada', 'escalofrio', 'dolor', 'cabeza', 'febricular', 'hoy', 'amanecer', 'chido', 'solo', 'dolor', 'brazo']"
1419019447935852551,https://twitter.com/Irayda_RO/status/1419019447935852551,2021-07-24 19:39:35+00:00,"Ya van tres personas que me confirman que parte de la reacción a la vacuna fue el hambre voraz. La verdad, no esperaba eso junto al dolor insoportable en las articulaciones 🤔",0,0,0,19.309917325231165,-99.12243737329996,31.28km,"['ir', 'tres', 'persona', 'confirmar', 'parte', 'reaccion', 'vacuno', 'hambre', 'voraz', 'verdad', 'esperar', 'junto', 'dolor', 'insoportable', 'articulacion']"
1418810488843030533,https://twitter.com/gordrigo91/status/1418810488843030533,2021-07-24 05:49:15+00:00,"12 horas de la vacuna y todo en orden solo dolor de brazo Pero muy leve, creo que ya la libre",5,0,0,19.309917325231165,-99.12243737329996,31.28km,"['hora', 'vacuno', 'orden', 'solo', 'dolor', 'brazo', 'leve', 'creer', 'libre']"
1418558239336247296,https://twitter.com/Ikcavalera7/status/1418558239336247296,2021-07-23 13:06:54+00:00,"@LauraYvette4 Yo generalmente no suelo enfermarme, incluso sospecho que en algún momento tuve el bicho pero fui asintomático. Y con la vacuna de ayer me puse bien malo. No he podido dormir por los escalofríos y el dolor de cuerpo me tiene derrotado. Y a varios amigos también.",1,0,1,19.309917325231165,-99.12243737329996,31.28km,"['generalmente', 'soler', 'enfermar', 'incluso', 'sospecho', 'algun', 'momento', 'bicho', 'asintomatico', 'vacunar', 'ayer', 'puse', 'bien', 'malo', 'podido', 'dormir', 'escalofrio', 'dolor', 'cuerpo', 'derrotado', 'varios', 'amigo']"
1418002184285786116,https://twitter.com/HelyViBe/status/1418002184285786116,2021-07-22 00:17:20+00:00,"Ya me iba a correr, ps sentía que iba a ser de las que #aztrazeneca se las pelaba …. Y en lo que me ponía los tenis : tremendo escalofrío y dolor parecido a mi primer día de danza área.
Soy de la población convaleciente por la vacuna!! 
Pinches películas todas me hacen shillar!",1,0,1,19.309917325231165,-99.12243737329996,31.28km,"['ir', 'correr', 'sentia', 'ir', 'ser', 'astrazeneca', 'pelar', 'ponia', 'tenis', 'tremendo', 'escalofrio', 'dolor', 'parecido', 'primero', 'dia', 'danza', 'areo', 'poblacion', 'convaleciente', 'vacuno', 'pinch', 'pelicular', 'todo', 'hacer', 'chillar']"
1417636118007361538,https://twitter.com/luntien/status/1417636118007361538,2021-07-21 00:02:43+00:00,"Mamá: después de la vacuna te puede dar mareo, dolor de cabeza, cuerpo cortado, fiebre, escalofríos, hinchazón.
Yo: https://t.co/wIjWCRLuF2",0,0,0,19.309917325231165,-99.12243737329996,31.28km,"['mama', 'despues', 'vacuna', 'poder', 'dar', 'mareo', 'dolor', 'cabeza', 'cuerpo', 'cortado', 'fiebrir', 'escalofrio', 'hinchazon']"
1416604517664231425,https://twitter.com/zamacona/status/1416604517664231425,2021-07-18 03:43:30+00:00,"…2da dosis de vacuna pfizer!
Ahora si, efectos secundarios detonados: cansancio, febrícula, dolor de brazo…
#DileSiALaVacuna #Pfizer #VacunaCOVID19 💉 https://t.co/ttzrqe7kBb",1,0,0,19.309917325231165,-99.12243737329996,31.28km,"['segundo', 'dosis', 'vacuna', 'pfizer', 'ahora', 'si', 'efecto', 'secundario', 'detonado', 'cansancio', 'febriculir', 'dolor', 'brazo', 'dile', 'si', 'vacuna', 'pfizer', 'vacuna']"
